INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY,SELECT,DEFECT,ANOMALY,COMMENT,MinUV
0,0,VAST_0021+00,29372,0,29291,OBSERVED,00 21 29.552,+00 00 00,5.373133333333332,0.0,106.85546507974244,-61.933457287587444,-45.0,5134304643.674494,726.5894408505249,726.5894400000001,36,5134336816.509,171470249,9.299999999999988,7.499999999999988,81.72,-0.08291054517030716,2.6751668453216553,313.01580810546875,219.2841628464199,970.8032589770906,171.57395935058594,14042.5537109375,5134340365.0,3126,0,0,0,,100
1,1,VAST_0021-04,29373,0,29291,OBSERVED,00 21 29.552,-04 40 34.83,5.373133333333332,-4.676341666666667,103.97412442813966,-66.43961877440896,-45.0,5134305658.909054,726.5894408505249,726.5894400000001,36,5134336838.6710005,171488027,8.899999999999991,7.499999999999988,77.58,-0.026586545631289482,1.433645248413086,273.8268737792969,194.6730177090541,815.4749792207572,159.12098693847656,6317.97314453125,5134340543.0,3099,0,0,0,,100
2,2,VAST_0042+00,29439,0,29436,OBSERVED,00 42 59.104,+00 00 00,10.746266666666664,0.0,118.30550402741663,-62.79579241286711,-45.0,5134393287.586174,716.6361604016113,716.6361600000001,36,5134405449.391001,131607587,9.299999999999988,7.300000000000007,78.51,-0.010185916908085346,1.404429316520691,219.22691345214844,207.85544212274806,76.3024483332313,165.57557678222656,1431.555419921875,5134409011.0,3062,0,0,0,,100
3,3,VAST_0042-04,29374,0,29291,OBSERVED,00 42 59.104,-04 40 34.83,10.746266666666664,-4.676341666666667,117.43079486864504,-67.45775885430993,-45.0,5134306674.143614,726.5894408505249,726.5894400000001,36,5134338060.434999,171483755,8.799999999999985,7.499999999999988,77.74,-0.025450199842453003,1.858229637145996,269.9018859863281,194.63616756325723,804.0095157439712,153.8917694091797,6125.31103515625,5134341626.0,3231,0,0,0,,100
4,4,VAST_0104+00,29438,0,29436,OBSERVED,01 04 28.656,+00 00 00,16.1194,0.0,130.05197690529008,-62.691342950427455,-45.0,5134392272.351614,716.6361604016113,716.6361600000001,36,5134405808.564,131655484,9.299999999999988,7.499999999999988,86.97,-0.0166969895362854,2.7412259578704834,229.3341827392578,216.696818703823,91.85007862225504,166.52728271484375,5002.763671875,5134409349.0,2881,0,0,0,,100
5,5,VAST_0104-04,29437,0,29436,OBSERVED,01 04 28.656,-04 40 34.83,16.1194,-4.676341666666667,131.38924870047944,-67.33372049829107,-45.0,5134391306.883454,726.5894398968505,726.5894400000001,36,5134404368.207,131666218,9.19999999999998,7.300000000000007,89.4,-0.010092372074723244,2.0642142295837402,202.54571533203125,193.11895920932182,71.85861978756567,157.62066650390625,1388.9359130859375,5134407927.0,2880,0,0,0,,100
6,6,VAST_0113-72,29378,0,29291,OBSERVED,01 13 21.588,-72 45 46.24,18.339949999999998,-72.76284444444444,300.66684392831684,-44.26886769953534,-45.0,5134310774.894974,726.5894408505249,726.5894400000001,36,5134340172.328,172098168,13.100000000000003,8.1,15.51,-0.026654522866010666,0.8675981163978577,226.194091796875,185.2395927680654,658.7432345593734,150.08688354492188,5583.978515625,5134346001.0,3374,0,0,0,,100
7,7,VAST_0125+00,29297,0,29291,OBSERVED,01 25 58.208,+00 00 00,21.49253333333333,0.0,141.34779968196224,-61.630840045216274,-45.0,5134220906.729855,736.5427193920898,736.5427200000001,36,5134233896.266999,171408290,9.399999999999997,7.599999999999996,87.55,-0.027163928374648094,1.0974527597427368,287.53173828125,215.94288044962374,841.9613921222403,159.239990234375,7613.82373046875,5134237483.0,3107,0,0,0,,100
8,8,VAST_0125-04,29512,0,29436,OBSERVED,01 25 58.208,-04 40 34.83,21.49253333333333,-4.676341666666667,144.5893187349813,-66.08535264152022,-45.0,5134478607.655294,726.5894398968505,726.5894400000001,36,5134503923.738999,131615054,9.299999999999988,7.400000000000016,-89.47,-0.039721935987472534,1.1727193593978882,213.65987750845895,203.01487908667173,76.17704649464812,161.86121042080507,1491.63219997669,5134507462.0,3012,0,0,0,,100
9,9,VAST_0147+00,29298,0,29291,OBSERVED,01 47 27.761,+00 00 00,26.86567083333333,0.0,151.61248658210508,-59.71508362025738,-45.0,5134221842.338174,716.6361604016113,716.6361600000001,36,5134234358.189,171411457,9.500000000000004,7.700000000000004,89.12,-0.025945262983441353,0.8433352708816528,275.58245849609375,202.91130204604494,845.5767173420227,160.3472442626953,7017.2509765625,5134237964.0,3044,0,0,0,,100
10,10,VAST_0147-04,29375,0,29291,OBSERVED,01 47 27.761,-04 40 34.83,26.86567083333333,-4.676341666666667,156.14817436934234,-63.87411823283792,-45.0,5134307689.378174,716.6361604016113,716.6361600000001,36,5134338151.056,171492174,9.299999999999988,7.400000000000016,89.17,-0.02919984981417656,1.0354918241500854,274.33074951171875,200.48977730264576,828.0700463104821,159.90606689453125,7434.0751953125,5134341741.0,3186,0,0,0,,100
11,11,VAST_0208+00,29299,0,29291,OBSERVED,02 08 57.313,+00 00 00,32.23880416666666,0.0,160.57884700637376,-57.09405743499647,-45.0,5134222847.619454,726.5894398968505,726.5894400000001,36,5134240063.226999,171437626,9.600000000000012,7.700000000000004,89.55,-0.02914162538945675,1.2059249877929688,283.08502197265625,208.0780332790496,854.8176253130255,164.05850219726562,6663.75390625,5134243582.0,3230,0,0,0,,100
12,12,VAST_0208-04,29376,0,29291,IMAGED,02 08 57.313,-04 40 34.83,32.23880416666666,-4.676341666666667,165.81058396111004,-60.92020960717205,-45.0,5134308694.659454,726.5894398968505,726.5894400000001,36,5134433561.967999,131783274,9.399999999999997,7.400000000000016,-89.15,-0.01471718680113554,1.0735976696014404,205.74461364746094,197.29713525590685,71.82994266954209,148.2857666015625,1310.5782470703125,5134437092.0,3062,0,0,0,,100
13,12,VAST_0208-04,29441,0,29436,IMAGED,02 08 57.313,-04 40 34.83,32.23880416666666,-4.676341666666667,165.81058396111004,-60.92020960717205,-45.0,5134395318.055294,726.5894398968505,726.5894400000001,36,5134410069.799,131730821,9.100000000000007,7.300000000000007,88.89,-0.014081866480410099,1.070111632347107,204.23080444335938,194.97091081782537,74.75198549551921,158.37771606445312,1523.41357421875,5134413624.0,3118,0,0,0,,100
