cal_sbid,sbid,field
49880,49859,VAST_1224-62
49880,49860,VAST_1314-62
49880,49861,VAST_1404-62
49880,49862,VAST_1428-56
49880,49863,VAST_1453-62
49880,49864,VAST_1510-56
49880,49865,VAST_1552-56
49880,49866,VAST_1600-50
49880,49867,VAST_1636-50
49880,49868,VAST_1644-43
49880,49869,VAST_1651-37
49880,49870,VAST_1718-43
49880,49871,VAST_1721-37
49880,49872,VAST_1724-31
49880,49873,VAST_1739-25
49880,49874,VAST_1752-31
49880,49875,VAST_1753-18
49880,49876,VAST_1806-12
49880,49877,VAST_1806-25
49880,49878,VAST_1819-18
49880,49879,VAST_1831-12
49880,49881,VAST_0127-73
49880,49882,VAST_0530-68
49880,49883,VAST_0709-12
49880,49884,VAST_0725-18
49880,49885,VAST_0734-12
49880,49886,VAST_0741-25
49880,49887,VAST_0751-18
49880,49888,VAST_0800-31
49880,49889,VAST_0809-25
49880,49890,VAST_0810-37
49880,49891,VAST_0822-43
49880,49892,VAST_0828-31
49880,49893,VAST_0840-37
49880,49894,VAST_0855-43
49880,49895,VAST_0913-50
49880,49896,VAST_0931-56
49880,49897,VAST_0950-50
49880,49898,VAST_1014-56
49880,49899,VAST_1045-62
49880,49900,VAST_1056-56
49880,49901,VAST_1135-62
