INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY,SELECT,DEFECT,ANOMALY,COMMENT,MinUV
0,0,VAST_0021+00,33741,0,33682,OBSERVED,00 21 29.552,+00 00 00,5.373133333333332,0.0,106.85546507974244,-61.933457287587444,-45.0,5144126860.763518,716.636159447937,716.6361600000001,36,5144138963.608,131240282,9.19999999999998,7.499999999999988,84.16,-0.0212013591080904,2.671135663986206,224.61370849609375,212.96594633014865,74.68064461399065,166.41700744628906,1479.712890625,5144143577.0,3097,0,0,0,,100
1,1,VAST_0021-04,33746,0,33682,OBSERVED,00 21 29.552,-04 40 34.83,5.373133333333332,-4.676341666666667,103.97412442813966,-66.43961877440896,-45.0,5144131926.983038,716.6361604016113,716.6361600000001,36,5144164051.541,131208301,10.000000000000009,7.2,76.8,-0.00995900109410286,0.9049120545387268,198.71206665039062,191.21666679296334,65.90038391541549,156.08383178710938,1294.8223876953125,5144168652.0,2994,0,0,0,,100
2,2,VAST_0042+00,33742,0,33682,OBSERVED,00 42 59.104,+00 00 00,10.746266666666664,0.0,118.30550402741663,-62.79579241286711,-45.0,5144127875.998078,716.636159447937,716.6361600000001,36,5144164051.294,131540048,9.19999999999998,7.599999999999996,85.08,-0.010938292369246483,1.5001423358917236,214.6251678466797,204.17850761025116,76.33101828311084,165.26315307617188,1312.039794921875,5144168825.0,3104,0,0,0,,100
3,3,VAST_0042-04,33745,0,33682,OBSERVED,00 42 59.104,-04 40 34.83,10.746266666666664,-4.676341666666667,117.43079486864504,-67.45775885430993,-45.0,5144131001.327998,736.5427203457641,736.5427200000001,36,5144163871.385,131142645,9.0,7.2,77.74,-0.03198722004890442,1.9449028968811035,199.4727783203125,191.24062911614732,70.28631932770166,156.34991455078125,1355.4486083984375,5144168406.0,3184,0,0,0,,100
4,4,VAST_0104+00,33743,0,33682,OBSERVED,01 04 28.656,+00 00 00,16.1194,0.0,130.05197690529008,-62.691342950427455,-45.0,5144128891.232638,716.6361604016113,716.6361600000001,36,5144165612.495,131567803,9.299999999999988,7.599999999999996,86.31,-0.02392849698662758,2.920940637588501,220.44102478027344,210.90986336618283,86.02455161875763,169.91392517089844,4819.5341796875,5144171522.0,3067,0,0,0,,100
5,5,VAST_0104-04,33744,0,33682,OBSERVED,01 04 28.656,-04 40 34.83,16.1194,-4.676341666666667,131.38924870047944,-67.33372049829107,-45.0,5144129896.513918,726.5894408505249,726.5894400000001,36,5144164171.55,131264812,8.799999999999985,7.499999999999988,80.59,-0.036065664142370224,2.0528032779693604,196.18975830078125,188.08266950651847,66.29167711781015,148.8820343017578,1173.4903564453125,5144168758.0,3104,0,0,0,,100
6,6,VAST_0113-72,33695,0,33682,OBSERVED,01 13 21.588,-72 45 46.24,18.339949999999998,-72.76284444444444,300.66684392831684,-44.26886769953534,-45.0,5144043243.258239,736.5427193920898,736.5427200000001,36,5144081253.935,131483395,12.999999999999996,8.200000000000008,-6.44,-0.009183305315673351,0.5862022638320923,187.9580078125,180.1444232874614,64.76255660829656,149.18328857421875,1991.678955078125,5144087439.0,3351,0,0,0,,100
7,7,VAST_0125+00,33697,0,33682,OBSERVED,01 25 58.208,+00 00 00,21.49253333333333,0.0,141.34779968196224,-61.630840045216274,-45.0,5144045174.194558,726.5894398968505,726.5894400000001,36,5144084447.505,131201452,9.19999999999998,7.499999999999988,81.82,-0.010731006972491741,1.133203148841858,217.05673217773438,209.04778860732932,72.97038825604443,166.46299743652344,3297.8603515625,5144089146.0,3046,0,0,0,,100
8,8,VAST_0125-04,33696,0,33682,OBSERVED,01 25 58.208,-04 40 34.83,21.49253333333333,-4.676341666666667,144.5893187349813,-66.08535264152022,-45.0,5144044198.773118,726.5894408505249,726.5894400000001,36,5144084117.329,131353708,8.899999999999991,7.300000000000007,85.87,-0.04729802906513214,1.2043254375457764,199.39268493652344,191.4258295913922,68.61810698493017,157.01597595214844,1308.6903076171875,5144088980.0,3149,0,0,0,,100
9,9,VAST_0147+00,33698,0,33682,OBSERVED,01 47 27.761,+00 00 00,26.86567083333333,0.0,151.61248658210508,-59.71508362025738,-45.0,5144046189.429118,716.6361604016113,716.6361600000001,36,5144086100.481,131243479,9.19999999999998,7.499999999999988,83.06,-0.014076504856348038,1.0146957635879517,203.62413024902344,195.73328760698078,66.24911953434129,157.98069763183594,1297.6246337890625,5144090638.0,3095,0,0,0,,100
