cal_sbid,sbid,field
69939,69557,VAST_0126+06
69939,69558,VAST_0126+00
69939,69559,VAST_0216+00
69939,69560,VAST_0331+06
69939,69561,VAST_0331+00
69939,69562,VAST_0355-06
69939,69563,VAST_0420-06
69939,69564,VAST_0445+00
69939,69565,VAST_0445+06
69939,69566,VAST_0414-31
69939,69567,VAST_0506-37
69939,69568,VAST_0442-31
69939,69569,VAST_0510-06
69939,69570,VAST_0510+00
69939,69571,VAST_0510+06
69939,69572,VAST_0535+06
69939,69573,VAST_0535+00
69939,69574,VAST_0600+06
69939,69575,VAST_0600+00
69939,69576,VAST_0600-06
69939,69577,VAST_0624-06
69939,69578,VAST_0714+06
69939,69579,VAST_0918-06
69939,69580,VAST_0739+06
69939,69581,VAST_0739+00
69939,69582,VAST_0739-06
69939,69583,VAST_0804+00
69939,69584,VAST_0804+06
69939,69585,VAST_0804-06
69939,69586,VAST_1049-31
69939,69587,VAST_1057+06
69939,69588,VAST_1117-31
69939,69589,VAST_0853-06
69939,69590,VAST_1147+06
69939,69591,VAST_1145-31
69939,69592,VAST_1214-31
69939,69593,VAST_1215-37
69939,69594,VAST_1141-50
69939,69595,VAST_1242-31
69939,69596,VAST_1212+00
69939,69597,VAST_1212+06
69939,69598,VAST_1237+06
69939,69599,VAST_1302+06
69939,69600,VAST_1326+06
69939,69601,VAST_1245-37
69939,69602,VAST_1441-06
69939,69603,VAST_1323-43
69939,69604,VAST_1338-31
69939,69605,VAST_1302+00
69939,69606,VAST_1351+06
69939,69608,VAST_1620+00
69939,69609,VAST_1555+06
69939,69610,VAST_1620+06
69939,69611,VAST_1555-06
69939,69612,VAST_1620-06
69939,69613,VAST_1645-06
69939,69614,VAST_1914-06
69939,69615,VAST_1939-06
69939,69616,VAST_1939+00
69939,69617,VAST_1939+06
69939,69618,VAST_2028-06
69939,69619,VAST_2053+00
69939,69620,VAST_2053+06
69939,69621,VAST_2118+06
69939,69622,VAST_2143+00
69939,69623,VAST_2118+00
69939,69624,VAST_2208+06
69939,69625,VAST_2118-06
69939,69626,VAST_2233+06
69939,69627,VAST_2253-43
69939,69628,VAST_2303-31
69939,69629,VAST_2322-06
69939,69630,VAST_2326-43
69939,69631,VAST_2347-06
69939,69632,VAST_2347+00
69939,69633,VAST_2347+06
69939,69634,VAST_0012+06
69939,69635,VAST_0054-25
69939,69636,VAST_0012+00
69939,69637,VAST_0037+06
69939,69638,VAST_0037+00
69939,69639,VAST_0037-06
69939,69640,VAST_0102+00
69939,69641,VAST_0102+06
69939,69642,VAST_0102-06
69939,69643,VAST_0151+06
69939,69644,VAST_0151+00
69939,69645,VAST_0306+06
69939,69646,VAST_0317-31
69939,69647,VAST_0345-31
69939,69648,VAST_0405-37
69939,69649,VAST_0435-37
69939,69650,VAST_0445-06
69939,69651,VAST_0354-43
69939,69652,VAST_0534-43
69939,69653,VAST_0537-37
69939,69654,VAST_0538-31
69939,69655,VAST_0535-06
69939,69656,VAST_0532-50
69939,69657,VAST_0418-50
69939,69658,VAST_0427-43
69939,69659,VAST_0501-43
69939,69660,VAST_0510-31
69939,69661,VAST_0517-56
69939,69662,VAST_0455-50
69939,69668,VAST_2004+00
69939,69670,VAST_2256-56
69939,69671,VAST_2323-50
69939,69672,VAST_2322+06
69939,69673,VAST_2143+06
69939,69674,VAST_2208+00
69939,69675,VAST_0021-56
69939,69676,VAST_2207-31
69939,69677,VAST_2233+00
69939,69678,VAST_2257+06
69939,69680,VAST_0028-31
69939,69681,VAST_0101-37
69939,69682,VAST_0030-37
69939,69683,VAST_0000-50
69939,69684,VAST_0033-43
69939,69685,VAST_0036-50
69939,69686,VAST_0056-31
69939,69687,VAST_0124-31
69939,69688,VAST_0126-06
69939,69689,VAST_0216+06
69939,69690,VAST_0241+00
69939,69691,VAST_0241-06
69939,69692,VAST_0306+00
69939,69693,VAST_0306-06
69939,69694,VAST_0331-06
69939,69695,VAST_0420+06
69939,69696,VAST_0420+00
69939,69697,VAST_0352-56
69939,69698,VAST_0435-56
69939,69700,VAST_1531+00
69939,69701,VAST_1531+06
69939,69702,VAST_1555+00
69939,69703,VAST_1800+00
69939,69721,VAST_2126-37
69939,69722,VAST_2138-31
69939,69724,VAST_2228-37
69939,69725,VAST_2146-43
69939,69727,VAST_0828-06
69939,69728,VAST_1008+00
69939,69729,VAST_1008-06
69939,69730,VAST_1057+00
69939,69731,VAST_1122+06
69939,69732,VAST_1122+00
69939,69733,VAST_1021-31
69939,69734,VAST_1043-37
69939,69735,VAST_1144-37
69939,69736,VAST_1143-43
69939,69737,VAST_1216-43
69939,69738,VAST_1218-50
69939,69739,VAST_1250-43
69939,69740,VAST_1255-50
69939,69751,VAST_0131-37
69939,69752,VAST_0303-37
69939,69753,VAST_0152-31
69939,69754,VAST_0320-43
69939,69755,VAST_0334-37
69939,69756,VAST_0341-50
69939,69757,VAST_0202-37
69939,69758,VAST_0221-31
69939,69759,VAST_0249-31
69939,69760,VAST_0241+06
69939,69761,VAST_0304-50
69939,69762,VAST_0310-56
69939,69765,VAST_1351+00
69939,69766,VAST_1416+06
69939,69767,VAST_1506-06
69939,69768,VAST_1441+00
69939,69769,VAST_1441+06
69939,69771,VAST_1824+06
69939,69772,VAST_2004+06
69939,69773,VAST_2028+00
69939,69775,VAST_2042-31
69939,69776,VAST_2053-06
69939,69777,VAST_2143-06
69939,69778,VAST_2110-31
69939,69779,VAST_2112-43
69939,69780,VAST_2132-50
69939,69781,VAST_2338-56
69939,69783,VAST_0828+00
69939,69784,VAST_0853+06
69939,69785,VAST_1147+00
69939,69786,VAST_0918+06
69939,69787,VAST_1212-06
69939,69788,VAST_0943+00
69939,69789,VAST_1033+00
69939,69790,VAST_1033-06
69939,69791,VAST_1057-06
69939,69792,VAST_1122-06
69939,69793,VAST_1147-06
69939,69794,VAST_1114-37
69939,69795,VAST_1237-06
69939,69796,VAST_1326+00
69939,69797,VAST_1310-31
69939,69798,VAST_1316-37
69939,69799,VAST_1347-37
69939,69800,VAST_1332-50
69939,69803,VAST_0140-43
69939,69804,VAST_0213-43
69939,69805,VAST_0233-37
69939,69806,VAST_0216-06
69939,69807,VAST_0247-43
69939,69808,VAST_0227-50
69939,69820,VAST_0943-06
69939,69821,VAST_1012-37
69939,69822,VAST_1036-43
69939,69823,VAST_1109-43
69939,69824,VAST_1302-06
69939,69825,VAST_1326-06
69939,69827,VAST_1357-43
69939,69828,VAST_1416+00
69939,69831,VAST_1506+06
69939,69832,VAST_1506+00
69939,69833,VAST_1531-06
69939,69836,VAST_2005-43
69939,69837,VAST_2004-06
69939,69838,VAST_2028+06
69939,69839,VAST_2014-31
69939,69840,VAST_2025-37
69939,69841,VAST_2039-43
69939,69842,VAST_2056-37
69939,69843,VAST_2055-50
69939,69844,VAST_2131-56
69939,69845,VAST_2007-56
69939,69846,VAST_2018-50
69939,69847,VAST_2049-56
69939,69849,VAST_0106-43
69939,69850,VAST_0113-50
69939,69852,VAST_0150-50
69939,69853,VAST_0145-56
69939,69854,VAST_0228-56
69939,69857,VAST_0828+06
69939,69912,VAST_0853+00
