Component_ID,RA,DEC,RA_comp,DEC_comp
SB86046_component_12a,107.014081,-14.354431,107.014065,-14.354393
SB86046_component_168a,107.750511,-13.992029,107.750566,-13.992018
SB86046_component_248a,106.026028,-13.122886,106.025984,-13.122867
