Component_ID,RA,DEC,RA_comp,DEC_comp
SB85895_component_27a,268.859614,-22.536281,268.859519,-22.536282
SB85895_component_40a,268.287906,-18.727297,268.287869,-18.727367
SB85895_component_50a,274.903735,-20.608758,274.903731,-20.60877
SB85895_component_275a,267.922197,-19.846695,267.922266,-19.846529
