Component_ID,RA,DEC,RA_comp,DEC_comp
SB85759_component_15a,131.217948,-37.702568,131.218005,-37.702605
SB85759_component_56a,133.250776,-38.404529,133.250768,-38.404586
SB85759_component_138a,128.342776,-44.694298,128.342981,-44.694088
