Component_ID,RA,DEC,RA_comp,DEC_comp
SB85945_component_3a,116.83201,-33.179759,116.832013,-33.179714
SB85945_component_42a,117.772811,-33.526688,117.772794,-33.526665
SB85945_component_159a,120.358046,-33.605544,120.358135,-33.605527
SB85945_component_243a,121.639347,-29.193035,121.639355,-29.193028
