cal_sbid,sbid,field
50461,50432,VAST_1135-62
50461,50434,VAST_1224-62
50461,50435,VAST_1314-62
50461,50436,VAST_1404-62
50461,50438,VAST_1428-56
50461,50439,VAST_1453-62
50461,50441,VAST_1510-56
50461,50442,VAST_1552-56
50461,50444,VAST_1600-50
50461,50445,VAST_1636-50
50461,50446,VAST_1644-43
50461,50447,VAST_1651-37
50461,50448,VAST_1718-43
50461,50449,VAST_1721-37
50461,50450,VAST_1724-31
50461,50451,VAST_1752-31
50461,50453,VAST_1753-18
50461,50455,VAST_1806-12
50461,50457,VAST_1739-25
50461,50458,VAST_1806-25
50461,50460,VAST_1819-18
50507,50469,VAST_0918+06
50507,50470,VAST_0943+06
50507,50471,VAST_1008+06
50507,50472,VAST_1008+00
50507,50473,VAST_1033+06
50507,50474,VAST_1033+00
50507,50475,VAST_1057+06
50507,50476,VAST_1057+00
50507,50477,VAST_1122+06
50507,50478,VAST_1122+00
50507,50479,VAST_1147+06
50507,50480,VAST_1147+00
50507,50481,VAST_1212+06
50507,50482,VAST_1212+00
50507,50483,VAST_1237+06
50507,50484,VAST_1237+00
50507,50485,VAST_1302+06
50507,50486,VAST_1326+06
50507,50487,VAST_1326+00
50507,50488,VAST_1351+06
50507,50489,VAST_1351+00
50507,50490,VAST_1416+06
50507,50491,VAST_1416+00
50507,50492,VAST_1441+06
50507,50493,VAST_1441+00
50507,50494,VAST_1506+06
50507,50495,VAST_1506+00
50507,50496,VAST_1531+06
50507,50497,VAST_1531+00
50507,50498,VAST_1555+06
50507,50499,VAST_1555+00
50507,50500,VAST_1620+06
50507,50501,VAST_1645+06
50507,50502,VAST_1645+00
50507,50503,VAST_1710+06
50507,50504,VAST_1710+00
50507,50505,VAST_1735+06
50507,50506,VAST_1735+00
50507,50508,VAST_2007-56
50507,50509,VAST_2018-50
50507,50510,VAST_2025-37
50507,50511,VAST_2042-31
50507,50512,VAST_2056-37
50507,50513,VAST_2110-31
50507,50514,VAST_2118-06
50507,50515,VAST_0126+06
50507,50516,VAST_0126+00
50507,50517,VAST_0151+00
50507,50518,VAST_0216+00
50507,50519,VAST_0216-06
50507,50520,VAST_0241+00
50507,50521,VAST_0241+06
50507,50522,VAST_0306+06
50507,50523,VAST_0306+00
50507,50524,VAST_0331+06
50507,50525,VAST_0331+00
50507,50526,VAST_0355+06
50507,50527,VAST_0355+00
50507,50528,VAST_0420+06
50541,50540,VAST_2049-56
50541,50542,VAST_2322+06
