cal_sbid,sbid,field
48253,48192,VAST_0127-73
48253,48208,VAST_0530-68
48253,48213,VAST_0709-12
48253,48216,VAST_0725-18
48253,48217,VAST_0734-12
48253,48218,VAST_0741-25
48253,48219,VAST_0751-18
48253,48220,VAST_0800-31
48253,48221,VAST_0809-25
48253,48222,VAST_0810-37
48253,48223,VAST_0822-43
48253,48224,VAST_0828-31
48253,48225,VAST_0840-37
48253,48226,VAST_0855-43
48253,48227,VAST_0913-50
48253,48228,VAST_0931-56
48253,48229,VAST_0950-50
48253,48230,VAST_1014-56
48253,48231,VAST_1045-62
48253,48232,VAST_1056-56
48253,48235,VAST_1135-62
48253,48238,VAST_1224-62
48253,48241,VAST_1314-62
48253,48244,VAST_1404-62
48253,48246,VAST_1428-56
48253,48247,VAST_1453-62
48253,48249,VAST_1510-56
48253,48252,VAST_1552-56
48253,48254,VAST_1636-50
48253,48255,VAST_1644-43
48253,48256,VAST_1651-37
48253,48257,VAST_1718-43
48253,48258,VAST_1721-37
48253,48259,VAST_1739-25
48253,48260,VAST_1753-18
48253,48261,VAST_1806-12
48253,48262,VAST_1819-18
48253,48263,VAST_1831-12
48253,48338,VAST_1600-50
48253,48343,VAST_1724-31
48253,48345,VAST_1752-31
48253,48346,VAST_1806-25
