cal_sbid,sbid,field
86263,86264,VAST_0310-56
86263,86265,VAST_0140-43
86263,86266,VAST_0150-50
86263,86267,VAST_0202-37
86263,86268,VAST_0216+00
86263,86269,VAST_0228-56
86263,86270,VAST_0405-37
86263,86271,VAST_0445-06
86263,86272,VAST_0506-37
86263,86273,VAST_0414-31
86263,86274,VAST_0435-37
86263,86275,VAST_0352-56
86263,86276,VAST_0435-56
86263,86277,VAST_0501-43
86263,86278,VAST_0517-56
86308,86309,VAST_1122+06
86308,86310,VAST_1218-50
86308,86311,VAST_1147-06
86308,86312,VAST_1242-31
86308,86313,VAST_1245-37
86308,86314,VAST_1310-31
86308,86315,VAST_1326+00
86308,86316,VAST_1338-31
86341,86342,VAST_2359-43
86341,86343,VAST_0036-50
86341,86344,VAST_0126+06
86341,86345,VAST_0151-06
86396,86395,VAST_1351+06
86414,86415,VAST_0420+06
86418,86419,VAST_0537-37
86435,86436,VAST_1212-06
86435,86437,VAST_1237-06
86440,86441,VAST_1216-43
86440,86442,VAST_1351+00
86440,86443,VAST_1416+06
86440,86444,VAST_1416+00
86440,86445,VAST_1441+06
86440,86446,VAST_1441-06
86440,86447,VAST_1250-43
86440,86449,VAST_1555+06
86452,86453,VAST_1555-06
86452,86454,VAST_1555+00
86452,86455,VAST_1620+06
86452,86456,VAST_1620+00
86452,86457,VAST_1620-06
86452,86458,VAST_1800-06
86483,86484,VAST_0306+06
86641,86642,VAST_1255-50
86641,86643,VAST_1316-37
86641,86644,VAST_1302-06
86656,86657,VAST_1114-37
86656,86658,VAST_1144-37
86656,86659,VAST_1008+00
86656,86660,VAST_1008-06
86656,86661,VAST_1122+00
86656,86662,VAST_1122-06
86656,86663,VAST_1109-43
86656,86664,VAST_1143-43
86768,86769,VAST_1326-06
86782,86783,VAST_0828+00
86782,86785,VAST_0918+06
86782,86786,VAST_0853+06
86782,86787,VAST_0853+00
86782,86788,VAST_0853-06
86782,86789,VAST_1033+00
86782,86790,VAST_0943+00
86782,86791,VAST_1057+06
86782,86792,VAST_0918-06
86821,86822,VAST_0943-06
86821,86823,VAST_1033-06
86821,86824,VAST_1057-06
86821,86825,VAST_1012-37
86821,86826,VAST_1021-31
86821,86827,VAST_1036-43
86821,86828,VAST_1332-50
86849,86850,VAST_1057+00
86902,86903,VAST_2053+06
86915,86916,VAST_0918+00
86915,86917,VAST_0943+06
86915,86918,VAST_1008+06
86915,86919,VAST_1033+06
86915,86920,VAST_1043-37
86915,86922,VAST_1351-06
86915,86923,VAST_1347-37
86915,86924,VAST_1416-06
86915,86925,VAST_1441+00
86915,86926,VAST_1357-43
86915,86927,VAST_1506-06
86936,86937,VAST_1939+00
86936,86938,VAST_2053+00
86936,86939,VAST_2208+06
86936,86940,VAST_2208+00
86936,86941,VAST_2126-37
86936,86942,VAST_2233+00
86936,86943,VAST_2331-31
86966,86967,VAST_1506+00
86966,86968,VAST_1506+06
86980,86981,VAST_0012-06
86980,86982,VAST_0000-31
86980,86983,VAST_0000-37
86980,86984,VAST_0113-50
86980,86985,VAST_0145-56
86980,86986,VAST_0103-56
86980,86987,VAST_0151+06
86995,86996,VAST_0804-06
86995,86997,VAST_0828+06
87016,87018,VAST_0030-37
87039,87040,VAST_1645+00
87039,87041,VAST_1531+06
87039,87042,VAST_1531+00
87039,87043,VAST_1800+00
87039,87044,VAST_1645+06
87039,87045,VAST_1710+06
87039,87046,VAST_1710+00
87039,87047,VAST_1710-06
87039,87048,VAST_1914-06
87039,87049,VAST_1735+06
87039,87050,VAST_1939+06
87039,87051,VAST_2004+06
87039,87052,VAST_2004+00
87039,87053,VAST_1939-06
87039,87054,VAST_2042-31
87039,87055,VAST_2053-06
87039,87056,VAST_2118+00
87039,87057,VAST_2118+06
87039,87058,VAST_2143+06
87039,87059,VAST_2143+00
87039,87060,VAST_2207-31
87039,87061,VAST_2004-06
87039,87062,VAST_2233+06
87039,87063,VAST_2257+06
87039,87064,VAST_2257+00
87039,87065,VAST_2253-43
87039,87066,VAST_2118-06
87039,87067,VAST_2138-31
87039,87068,VAST_2146-43
87039,87069,VAST_2132-50
87074,87075,VAST_0355+00
87074,87076,VAST_0420+00
87074,87077,VAST_0427-43
87074,87078,VAST_0418-50
87074,87079,VAST_0455-50
87118,87119,VAST_0241+00
87118,87120,VAST_0331-06
87137,87138,VAST_2347+06
87137,87139,VAST_0151+00
87137,87140,VAST_0241-06
87137,87141,VAST_0233-37
87137,87142,VAST_0317-31
87137,87143,VAST_0306-06
87148,87149,VAST_1147+06
87163,87165,VAST_0445+06
87163,87166,VAST_0420-06
87163,87167,VAST_0445+00
87163,87168,VAST_0510+06
87163,87169,VAST_0600+06
87163,87170,VAST_0600+00
87163,87171,VAST_0624-06
87163,87172,VAST_0510-31
87163,87173,VAST_0714+06
87163,87174,VAST_0739+06
87195,87196,VAST_0241+06
87195,87197,VAST_0306+00
87195,87198,VAST_0331+00
87195,87199,VAST_0355+06
87195,87200,VAST_0334-37
87195,87205,VAST_0739+00
87195,87206,VAST_0739-06
87195,87207,VAST_0804+00
87195,87208,VAST_0828-06
87213,87214,VAST_1237+06
87229,87230,VAST_0320-43
87262,87263,VAST_2056-37
87262,87264,VAST_2143-06
87262,87265,VAST_2208-06
87262,87266,VAST_2235-31
87262,87267,VAST_2228-37
87262,87268,VAST_2256-56
87262,87269,VAST_0124-31
87279,87280,VAST_1302+06
87279,87281,VAST_1326+06
87279,87282,VAST_1323-43
87279,87283,VAST_1531-06
87293,87294,VAST_2028+00
87293,87295,VAST_2028+06
87293,87296,VAST_2028-06
87293,87297,VAST_2110-31
87293,87298,VAST_2112-43
87293,87299,VAST_2157-37
87293,87300,VAST_2131-56
87305,87306,VAST_0345-31
87305,87307,VAST_0221-31
87305,87308,VAST_0355-06
87305,87309,VAST_0341-50
87305,87310,VAST_0442-31
87305,87311,VAST_0510-06
87305,87312,VAST_0535+00
87305,87313,VAST_0535+06
