INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY
0,1,VAST_0306-06A,11331,0,11367,IMAGED,03 06 12,-06 17 59,46.55,-6.299722222222222,186.0541578500902,-51.82013854429893,-45.0,5085891157.746046,716.6361604016113,716.6361600000001,36,5087786574.405,137279112,13.449409596328104,10.796094611188307,70.7456173113582,-0.010038075968623161,0.8514364361763,244.4318084716797,235.1623805728346,60.38565879174519,182.08035278320312,611.5569458007812,5087799104.0,5682
1,2,VAST_0331+00A,11332,0,11367,IMAGED,03 31 02,+00 00 00,52.758333333333326,0.0,184.32508155784922,-43.06120591492183,-45.0,5085891934.101886,726.5894408505249,726.5894400000001,36,5087786979.604001,137261166,14.177406435561432,11.06407276502814,73.8778221121789,-0.016532117500901222,2.5368242263793945,279.9664611816406,269.37920455414627,67.79435624321887,196.30419921875,904.5263061523438,5087799442.0,5462
2,3,VAST_0306+00A,11333,0,11367,IMAGED,03 06 12,+00 00 00,46.55,0.0,178.5612040139545,-47.774956090895046,-45.0,5085892829.897086,726.5894398968505,726.5894400000001,36,5087786777.191999,137277093,14.676961286388098,11.00977846623918,72.7198125424627,-0.012768123298883438,1.728411316871643,266.7092590332031,251.31953903608556,78.22171363340213,186.51068115234375,899.5197143554688,5087799085.0,5248
3,4,VAST_0355+00A,11334,0,11367,IMAGED,03 55 52,+00 00 00,58.96666666666666,0.0,189.2452074764945,-38.10021940902833,-45.0,5085893735.645567,726.5894389431762,726.5894400000001,36,5087786830.922,137283176,14.18650317241207,11.052094588665696,73.4763582849821,-0.025286957621574402,2.250579833984375,282.6840515136719,269.906914678605,73.77397694518677,197.98275756835938,1046.5643310546875,5087799085.0,5307
4,5,VAST_0355-06A,11335,0,11367,IMAGED,03 55 52,-06 17 59,58.96666666666666,-6.299722222222222,196.10904240738196,-41.55569485564667,-45.0,5085894641.394047,726.5894389431762,726.5894400000001,36,5087786868.66,137270071,13.481452857834181,10.780520581437587,70.7980039080722,-0.017594648525118828,3.871580123901367,266.5148620605469,256.97683615244404,68.51953089783166,191.77947998046875,1094.938232421875,5087799137.0,5402
5,6,VAST_0331-06A,11336,0,11367,IMAGED,03 31 02,-06 17 59,52.758333333333326,-6.299722222222222,191.51689344475847,-46.776779381912455,-45.0,5085895527.235967,726.5894398968505,726.5894400000001,36,5087786983.368,137266954,14.034714497581716,10.788285697354295,73.6535367755021,-0.025078391656279564,2.3518805503845215,257.5909118652344,248.20386369065858,64.8217581650917,172.40484619140625,857.1240234375,5087799129.0,5623
6,8,VAST_0354-43A,11338,0,11367,IMAGED,03 54 25,-43 52 21,58.604166666666664,-43.8725,249.81425756046616,-49.79608231809062,-45.0,5085897408.405887,726.5894398968505,726.5894400000001,36,5087787010.578,137283853,13.325737423397328,10.676468648139444,61.3105554314662,-0.010435497388243675,0.9573791027069092,223.41712951660156,213.19459184709018,64.93249277979429,167.17503356933594,718.0724487304688,5087799555.0,6040
7,9,VAST_0534-43A,11339,0,11367,IMAGED,05 34 53,-43 52 21,83.72083333333332,-43.8725,249.70815106710245,-31.760310943930605,-45.0,5085898324.107646,726.5894398968505,726.5894400000001,36,5088044578.786,137210670,12.780835524105877,10.6146189307026,16.4135227489808,-0.5507278442382812,8.438360214233398,765.6283569335938,667.4909938820446,3190.1196930474594,351.965576171875,112128.171875,5088054186.0,2215
8,10,VAST_0501-43A,11340,0,11367,IMAGED,05 01 24,-43 52 21,75.35,-43.8725,248.958126801526,-37.76064480172544,-45.0,5085899130.323326,726.5894398968505,726.5894400000001,36,5087789658.041,137188358,12.85171195755024,10.871394110900711,56.4542679381995,-0.07756827771663666,10.501785278320312,254.8541259765625,238.3744153299657,307.79438463531665,183.14170837402344,14767.46484375,5087807533.0,5790
9,11,VAST_0532-50A,11341,0,11367,IMAGED,05 32 18,-50 05 45,83.07499999999999,-50.09583333333334,256.97056430788524,-32.89112994875697,-45.0,5085900036.071806,716.6361604016113,716.6361600000001,36,5087789731.988001,137263665,12.92030946234522,11.237808360637656,44.4340915299106,-0.04153328388929367,1.3430993556976318,243.63021850585938,229.47020131170888,70.48816999886373,178.03097534179688,898.13330078125,5087807692.0,5863
