cal_sbid,sbid,field
50284,50294,VAST_1045-62
50284,50295,VAST_1056-56
50284,50296,VAST_1135-62
50284,50297,VAST_1224-62
50284,50298,VAST_1314-62
50284,50299,VAST_1404-62
50284,50300,VAST_1428-56
50284,50301,VAST_1453-62
50284,50302,VAST_1510-56
50284,50303,VAST_1552-56
50284,50304,VAST_1600-50
50284,50305,VAST_1636-50
50284,50306,VAST_1644-43
50284,50307,VAST_1651-37
50284,50308,VAST_1718-43
50284,50309,VAST_1721-37
50284,50310,VAST_1724-31
50284,50311,VAST_1739-25
50284,50312,VAST_1752-31
50284,50313,VAST_1753-18
50284,50314,VAST_1806-12
50284,50315,VAST_1806-25
50284,50316,VAST_1819-18
50284,50317,VAST_1831-12
50342,50333,VAST_0725-18
50342,50334,VAST_0809-25
50342,50335,VAST_0828-31
50342,50336,VAST_0840-37
50342,50337,VAST_0855-43
50342,50338,VAST_0913-50
50342,50339,VAST_0931-56
50342,50340,VAST_0950-50
50342,50341,VAST_1014-56
50342,50343,VAST_0127-73
50342,50344,VAST_0530-68
50342,50345,VAST_0709-12
50342,50346,VAST_0725-18
50342,50347,VAST_0734-12
50342,50348,VAST_0741-25
50342,50349,VAST_0751-18
50342,50350,VAST_0800-31
50342,50351,VAST_0810-37
50342,50352,VAST_0822-43
