cal_sbid,sbid,field
83887,83888,VAST_0102+06
83905,83908,VAST_0804+06
83936,83937,VAST_0600-06
83948,83949,VAST_1338-31
83948,83950,VAST_1351+00
83948,83951,VAST_1416+06
83948,83952,VAST_1416+00
83948,83953,VAST_1441+06
83956,83957,VAST_1555-06
83956,83958,VAST_1555+00
83956,83959,VAST_1555+06
83956,83960,VAST_1620+00
83956,83961,VAST_1620+06
83956,83962,VAST_1620-06
83956,83978,VAST_2329-37
83956,83979,VAST_2338-56
83956,83980,VAST_2347-06
83956,83981,VAST_0012+00
83956,83982,VAST_2322+00
83956,83983,VAST_0036-50
83956,83984,VAST_2359-43
84007,84008,VAST_2331-31
84007,84009,VAST_0000-31
84007,84010,VAST_0000-37
84007,84011,VAST_0012-06
84031,84032,VAST_1218-50
84031,84033,VAST_1441-06
84031,84034,VAST_1326+00
84031,84035,VAST_1310-31
84052,84053,VAST_0150-50
84052,84054,VAST_0113-50
84052,84055,VAST_0140-43
84052,84056,VAST_0202-37
84052,84057,VAST_0126+06
84052,84058,VAST_0151-06
84052,84059,VAST_0145-56
84052,84060,VAST_0228-56
84052,84061,VAST_0216+00
84052,84062,VAST_0354-43
84076,84077,VAST_1800-06
84080,84081,VAST_0030-37
84080,84082,VAST_0103-56
84080,84083,VAST_0151+06
84138,84139,VAST_1122+06
84138,84140,VAST_1147-06
84138,84141,VAST_1212-06
84138,84142,VAST_1237-06
84138,84143,VAST_1216-43
84138,84144,VAST_1250-43
84161,84162,VAST_0405-37
84161,84163,VAST_0445-06
84161,84164,VAST_0506-37
84191,84192,VAST_0352-56
84191,84193,VAST_0414-31
84191,84194,VAST_0435-37
84191,84195,VAST_0435-56
84191,84196,VAST_0501-43
84191,84197,VAST_0517-56
84398,84399,VAST_0306+06
84398,84400,VAST_0420+06
84398,84401,VAST_0420+00
84398,84402,VAST_0355+00
84398,84403,VAST_0427-43
84398,84404,VAST_0418-50
84398,84405,VAST_0455-50
84398,84406,VAST_0537-37
84605,84606,VAST_1057+06
84605,84607,VAST_1114-37
84605,84608,VAST_1144-37
84629,84630,VAST_0918+06
84629,84631,VAST_1008+00
84629,84632,VAST_1008-06
84629,84633,VAST_1033+00
84629,84634,VAST_1122+00
84629,84635,VAST_1122-06
84629,84636,VAST_1109-43
84629,84637,VAST_1143-43
84629,84640,VAST_1255-50
84629,84641,VAST_1302-06
84629,84642,VAST_1316-37
84709,84710,VAST_1326-06
84722,84723,VAST_0241+00
84722,84724,VAST_0306-06
84722,84725,VAST_0331-06
84722,84726,VAST_0317-31
84731,84732,VAST_0828+00
84731,84733,VAST_0853+06
84731,84734,VAST_0853+00
84731,84735,VAST_0853-06
84731,84736,VAST_0918-06
84731,84737,VAST_0943+00
84822,84823,VAST_0943-06
84822,84824,VAST_1033-06
84822,84825,VAST_1012-37
84822,84826,VAST_1021-31
84822,84827,VAST_1036-43
84822,84830,VAST_1057-06
84822,84835,VAST_1332-50
84844,84845,VAST_1939+00
84844,84846,VAST_2053+06
84844,84847,VAST_2053+00
84844,84848,VAST_2208+06
84844,84849,VAST_2126-37
84844,84850,VAST_2208+00
84844,84851,VAST_2233+06
84844,84852,VAST_2233+00
84844,84854,VAST_2257+06
84844,84855,VAST_2257+00
84844,84887,VAST_1057+00
84906,84907,VAST_2042-31
84906,84908,VAST_2118+06
84906,84909,VAST_2053-06
84906,84910,VAST_2118+00
84906,84911,VAST_2143+06
84906,84912,VAST_2143+00
84906,84913,VAST_2207-31
84906,84914,VAST_2253-43
84937,84938,VAST_0804-06
84937,84940,VAST_0918+00
84937,84942,VAST_0943+06
84937,84943,VAST_1008+06
84937,84945,VAST_1033+06
84937,84946,VAST_1043-37
84968,84960,VAST_1351-06
84968,84961,VAST_1416-06
84968,84962,VAST_1441+00
84968,84963,VAST_1347-37
84968,84964,VAST_1506-06
84968,84969,VAST_1506+00
84975,84976,VAST_1645+00
84981,84982,VAST_1800+00
84981,84983,VAST_1914-06
84981,84984,VAST_1939+06
84981,84985,VAST_2004+06
84981,84986,VAST_1939-06
84981,84987,VAST_2004+00
84981,84988,VAST_2004-06
84981,84989,VAST_2028+00
84994,84995,VAST_2118-06
84994,84996,VAST_2138-31
84994,84997,VAST_2146-43
85046,85047,VAST_1357-43
85046,85049,VAST_1506+06
85046,85051,VAST_1531+06
85046,85052,VAST_1531+00
85046,85053,VAST_1531-06
85057,85058,VAST_1645+06
85057,85059,VAST_1710+06
85057,85060,VAST_1710+00
85057,85061,VAST_1710-06
85057,85062,VAST_1735+00
85057,85063,VAST_1735+06
85057,85064,VAST_1800+06
85057,85065,VAST_1735-06
85068,85069,VAST_1824+06
85073,85074,VAST_2028-06
85073,85075,VAST_2028+06
85073,85076,VAST_2025-37
85073,85077,VAST_2005-43
85073,85078,VAST_2007-56
85073,85079,VAST_2014-31
85073,85080,VAST_2056-37
85073,85081,VAST_2055-50
85073,85082,VAST_2132-50
85085,85086,VAST_2110-31
85085,85087,VAST_2112-43
85155,85156,VAST_2018-50
85155,85157,VAST_2039-43
85155,85158,VAST_2049-56
85155,85196,VAST_0828+06
85411,85412,VAST_2143-06
85411,85413,VAST_2208-06
85411,85414,VAST_2157-37
85411,85415,VAST_2228-37
85411,85416,VAST_2235-31
85411,85417,VAST_2256-56
85411,85418,VAST_2347+06
85411,85419,VAST_0151+00
85424,85425,VAST_0233-37
85430,85429,VAST_0241-06
85430,85431,VAST_0420-06
85430,85432,VAST_0445+00
85430,85433,VAST_0445+06
85436,85437,VAST_0510-31
85440,85441,VAST_0600+00
85440,85442,VAST_0624-06
85440,85443,VAST_0739+00
85440,85444,VAST_0510+06
85440,85445,VAST_0804+00
85440,85446,VAST_0600+06
85440,85447,VAST_0828-06
85440,85448,VAST_0714+06
85440,85449,VAST_0739-06
85440,85450,VAST_0739+06
