cal_sbid,sbid,field
58988,58668,VAST_1806-25
58988,58940,VAST_0054-25
58988,58991,VAST_1819-18
59247,59163,VAST_0709-12
59247,59164,VAST_0734-12
59247,59165,VAST_0725-18
59247,59166,VAST_0751-18
59247,59167,VAST_0809-25
59247,59168,VAST_0913-50
59247,59169,VAST_0828-31
59247,59170,VAST_0855-43
59247,59171,VAST_0931-56
59247,59172,VAST_0950-50
59247,59173,VAST_1014-56
59247,59174,VAST_1045-62
59247,59175,VAST_1056-56
59247,59176,VAST_1135-62
59247,59177,VAST_1224-62
59247,59178,VAST_1314-62
59247,59236,VAST_0127-73
59247,59241,VAST_0741-25
59247,59242,VAST_0800-31
59247,59243,VAST_0810-37
59247,59244,VAST_0822-43
59247,59245,VAST_0840-37
59247,59254,VAST_0530-68
59301,59280,VAST_0804-06
59301,59281,VAST_0828-06
59301,59282,VAST_0853-06
59301,59283,VAST_1122+06
59301,59284,VAST_0918-06
59301,59285,VAST_1147+06
59301,59286,VAST_1212+06
59301,59287,VAST_1212+00
59301,59288,VAST_1237+06
59301,59289,VAST_1242-31
59301,59290,VAST_1245-37
59301,59291,VAST_1033-06
59301,59292,VAST_1049-31
59301,59293,VAST_1117-31
59301,59294,VAST_1404-62
59301,59295,VAST_1141-50
59301,59296,VAST_1428-56
59301,59297,VAST_1453-62
59301,59298,VAST_1510-56
59301,59299,VAST_1323-43
59301,59300,VAST_1531+06
59301,59302,VAST_1552-56
59301,59303,VAST_1600-50
59301,59304,VAST_1651-37
59301,59305,VAST_1644-43
59301,59306,VAST_1636-50
59301,59307,VAST_1721-37
59301,59308,VAST_1724-31
59301,59309,VAST_1752-31
59301,59310,VAST_1831-12
59301,59311,VAST_1806-12
59301,59312,VAST_1753-18
59301,59313,VAST_1824+06
59301,59314,VAST_1914-06
59301,59315,VAST_2028-06
59301,59316,VAST_2053+00
59301,59317,VAST_2118+06
59301,59318,VAST_2118+00
59301,59319,VAST_2143+06
59301,59320,VAST_2143+00
59333,59332,VAST_2208+06
59333,59334,VAST_2322-06
59333,59335,VAST_2347+00
59333,59336,VAST_0012+06
59333,59337,VAST_0012+00
59333,59338,VAST_0037+06
59333,59339,VAST_0037+00
59333,59340,VAST_0216+00
59333,59341,VAST_0331+06
59333,59342,VAST_0331+00
59333,59343,VAST_0355+06
59333,59344,VAST_0355+00
59333,59345,VAST_0355-06
59333,59346,VAST_0420-06
59333,59347,VAST_0445+00
59333,59348,VAST_0414-31
59333,59349,VAST_0600+06
59333,59350,VAST_0600+00
