INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY
0,1,VAST_1724-31A,-1,-1,-1,--NULL--,17 24 42,-31 23 15,261.17499999999995,-31.3875,355.49240032214743,2.4780838775001777,-45.0,-1.0,0.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
1,2,VAST_1739-25A,10335,9,10334,IMAGED,17 39 37,-25 07 47,264.9041666666666,-25.129722222222224,2.535972355972589,3.1385279675634505,-45.0,5079069242.450302,736.5427203457641,736.5427200000001,36,5087875108.132,136705484,40.6602573625674,9.787663164964643,-72.5275974416452,-0.15363159775733948,3.7150042057037354,399.3571472167969,364.36123467180283,1143.6595029152988,229.19888305664062,68534.609375,5087892563.0,4223
2,3,VAST_1752-31A,-1,-1,-1,--NULL--,17 52 56,-31 23 15,268.2333333333333,-31.3875,358.70968442203673,-2.61597901525095,-45.0,-1.0,0.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
3,4,VAST_1806-25A,10335,8,10334,IMAGED,18 06 48,-25 07 47,271.7,-25.129722222222224,5.662560386844779,-2.1603949649513488,-45.0,5079068505.907582,736.5427203457641,736.5427200000001,36,5087874914.351,136844070,30.134935692806575,9.903217300167169,-79.0211948905941,-0.04096795246005058,3.2410335540771484,445.3839111328125,405.30531842647787,1578.858759679437,240.8922576904297,71161.484375,5087892684.0,4069
4,5,VAST_2004+00A,10335,7,10334,IMAGED,20 04 08,+00 00 00,301.0333333333333,0.0,41.44528129119489,-16.116333191144783,-45.0,5079065420.390782,3085.5167994778444,985.3747200000001,36,5087874866.757,136872071,15.207104702806776,12.234589201531584,-68.5072462911158,-0.023247312754392624,2.9719836711883545,284.86334228515625,270.0151164307463,82.60924450009885,194.90386962890625,1000.2769775390625,5087884715.0,5440
5,6,VAST_2018-50A,-1,-1,-1,--NULL--,20 18 28,-50 05 45,304.6166666666667,-50.09583333333334,348.9849908502579,-34.15428665454203,-45.0,-1.0,0.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6,7,VAST_2039-43A,10335,23,10334,IMAGED,20 39 04,-43 52 21,309.7666666666666,-43.8725,356.87348168065995,-37.32721851633524,-45.0,5079081256.059262,746.4959998410034,746.4960000000001,36,5087877238.991,136657281,34.55786387470291,9.845951912824932,-75.7608284409414,-0.014140483923256397,1.724959135055542,288.772705078125,274.8894270268348,86.74436566370514,180.1080322265625,1284.033447265625,5087901033.0,4951
7,8,VAST_2053+00A,10335,1,10334,IMAGED,20 53 48,+00 00 00,313.44999999999993,0.0,48.018335761633324,-26.93080127530866,-45.0,5079060951.368062,736.5427203457641,736.5427200000001,36,5087875051.831,136880027,13.537290253862016,11.445931356919813,76.6738226491032,-0.010492647998034954,3.3682708740234375,259.86370849609375,244.25629505752246,75.63671827892833,185.41134643554688,805.4210205078125,5087885155.0,5333
8,9,VAST_2112-43A,10335,22,10334,IMAGED,21 12 33,-43 52 21,318.13749999999993,-43.8725,356.97045397593854,-43.35858510649258,-45.0,5079080509.563262,746.4960007946777,746.4960000000001,36,5087878419.5720005,136887797,24.970480035981804,10.166250252543408,-83.3166704482641,-0.02531183883547783,1.7241380214691162,279.64630126953125,264.5323277909165,92.41477246793542,180.22830200195312,1204.5882568359375,5087898693.0,5298
9,10,VAST_2131-62A,-1,-1,-1,--NULL--,21 31 02,-62 29 55,322.75833333333327,-62.49861111111111,331.3623596863993,-41.91810098658467,-45.0,-1.0,0.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
10,11,VAST_2146-43A,10335,20,10334,IMAGED,21 46 03,-43 52 21,326.51249999999993,-43.8725,356.1522715697451,-49.3670368877136,-45.0,5079079016.571262,746.4959998410034,746.4960000000001,36,5087882114.997,136878583,18.75668011242077,10.408442342518295,87.3549873075708,-0.01858137547969818,1.8709665536880493,263.4747619628906,250.43138905784366,88.55134521662204,175.40724182128906,2379.351806640625,5087903231.0,5645
11,12,VAST_2208+00A,10335,5,10334,IMAGED,22 08 17,+00 00 00,332.0708333333333,0.0,60.78721453997227,-42.36349901223629,-45.0,5079063927.398782,736.5427203457641,736.5427200000001,36,5087880268.769001,136843653,13.672717661924532,11.60759526475914,80.3955455034993,-0.013463874347507954,3.843418598175049,297.99334716796875,281.8098454706065,87.84008558116442,198.8613739013672,1162.0015869140625,5087901054.0,4912
12,13,VAST_2233+00A,10335,6,10334,IMAGED,22 33 06,+00 00 00,338.2749999999999,0.0,66.41135669256671,-47.11477651205654,-45.0,5079064663.941503,756.4492802899169,756.44928,36,5087882154.632,136884883,13.899256717666752,11.72368927357794,83.4001601814393,-0.014600127004086971,1.7906675338745117,268.2253112792969,253.26006126104468,84.41281486509563,182.0138702392578,2171.9501953125,5087903238.0,5590
13,14,VAST_2246-50A,-1,-1,-1,--NULL--,22 46 09,-50 05 45,341.53749999999997,-50.09583333333334,340.5445199536243,-56.878930638060325,-45.0,-1.0,0.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
14,15,VAST_2322-06A,10335,13,10334,IMAGED,23 22 46,-06 17 59,350.69166666666666,-6.299722222222222,73.58656244571142,-60.372815521525816,-45.0,5079072337.9203825,836.075519112854,836.0755200000001,36,5087890041.132,136847325,12.915656689660883,11.220023484386353,73.7891248254434,-0.025424230843782425,2.0891811847686768,263.88812255859375,251.80119648213952,84.3417644903812,171.13232421875,1298.4505615234375,5087904722.0,5390
