cal_sbid,sbid,field
30879,30861,VAST_2039-43A
30879,30862,VAST_0918+00A
30879,30863,VAST_0943+00A
30879,30864,VAST_1008+00A
30879,30865,VAST_1033+00A
30879,30866,VAST_1057+00A
30879,30867,VAST_1122+00A
30879,30868,VAST_1147+00A
30879,30869,VAST_1212+00A
30879,30870,VAST_1212-06A
30879,30871,VAST_1237-06A
30879,30872,VAST_1302-06A
30879,30873,VAST_1326-06A
30879,30874,VAST_1326+00A
30879,30875,VAST_1351+00A
30879,30876,VAST_1416+00A
30879,30877,VAST_1416-06A
30879,30878,VAST_1441-06A
30879,30880,VAST_1724-31A
30879,30881,VAST_1739-25A
30879,30882,VAST_1752-31A
30879,30883,VAST_1806-25A
30879,30884,VAST_1753-18A
30879,30889,VAST_2004-06A
30879,30890,VAST_2004+00A
30879,30891,VAST_2028+00A
30879,30892,VAST_2053+00A
30879,30893,VAST_2118+00A
30879,30894,VAST_2118-06A
30879,30895,VAST_2143-06A
30879,30896,VAST_2143+00A
30879,30897,VAST_2208+00A
30879,30898,VAST_2233+00A
30879,30899,VAST_2257+00A
30879,30900,VAST_2257-06A
30879,30901,VAST_2322-06A
30879,30902,VAST_2322+00A
30879,30903,VAST_2347+00A
30879,30904,VAST_0012+00A
30879,30905,VAST_0037+00A
30879,30906,VAST_0037-06A
30879,30907,VAST_0102-06A
30879,30908,VAST_0102+00A
30879,30909,VAST_0126+00A
30879,30910,VAST_0151+00A
30879,30911,VAST_0216+00A
30879,30912,VAST_0241+00A
30879,30913,VAST_0241-06A
30879,30914,VAST_0306-06A
30879,30915,VAST_0306+00A
30879,30916,VAST_0331+00A
30879,30917,VAST_0355+00A
30879,30918,VAST_0355-06A
30879,30919,VAST_0331-06A
30879,30920,VAST_0320-43A
30879,30921,VAST_0354-43A
30879,30922,VAST_0427-43A
30879,30923,VAST_0501-43A
30879,30924,VAST_0534-43A
30879,30925,VAST_0532-50A
30879,30926,VAST_0455-50A
30879,30927,VAST_0517-56A
30879,30928,VAST_0559-56A
30879,30929,VAST_0547-62A
30879,30936,VAST_0943-06A
30879,30937,VAST_0918-06A
30879,30938,VAST_1008-06A
30879,30939,VAST_1033-06A
30879,30940,VAST_1057-06A
30879,30943,VAST_1122-06A
30879,30944,VAST_1147-06A
30879,30947,VAST_1237+00A
30879,30948,VAST_1302+00A
30879,30951,VAST_1351-06A
30879,30952,VAST_1441+00A
30879,30969,VAST_2005-43A
30879,30970,VAST_2018-50A
30879,30971,VAST_2055-50A
30879,30972,VAST_2112-43A
30879,30973,VAST_2132-50A
30879,30974,VAST_2146-43A
30879,30975,VAST_2209-50A
30879,30976,VAST_2219-43A
30879,30977,VAST_2209-50A
30879,30978,VAST_2246-50A
30879,30979,VAST_2253-43A
30879,30980,VAST_2256-56A
30879,30981,VAST_2214-56A
30879,30982,VAST_2347-06A
30879,30983,VAST_0012-06A
30879,30988,VAST_0126-06A
30879,30989,VAST_0151-06A
30879,30990,VAST_0216-06A
30879,30991,VAST_0241-06A
30879,30992,VAST_0304-50A
30879,30993,VAST_0310-56A
30879,30994,VAST_0318-62A
30879,30995,VAST_0352-56A
30879,30996,VAST_0341-50A
30879,30997,VAST_0418-50A
30879,30998,VAST_0435-56A
30879,30999,VAST_0457-62A
30879,31000,VAST_0408-62A
30879,31001,VAST_0530-68A
31064,31067,VAST_2028-06A
31064,31068,VAST_2053-06A
31064,31069,VAST_2049-56A
31064,31070,VAST_2208-06A
31064,31071,VAST_2233-06A
31064,31072,VAST_2131-56A
31064,31076,VAST_2220-62A
31064,31077,VAST_2131-62A
31064,31080,VAST_0127-73A
31118,31119,VAST_2007-56A
31118,31120,VAST_2041-62A
