INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY
0,1,VAST_1302+00A,11483,0,11490,IMAGED,13 02 04,+00 00 00,195.51666666666665,0.0,308.7434694991255,62.75175270818758,-45.0,5086095997.02259,726.5894408505249,726.5894400000001,36,5088032974.344,136572968,13.767901997146417,11.713399757490096,89.1194353217975,-0.010772350244224072,1.2498068809509277,253.3795928955078,242.6919766531594,64.34669823711819,171.109619140625,615.1575927734375,5088042769.0,5812
1,2,VAST_1237-06A,11484,0,11490,IMAGED,12 37 14,-06 17 59,189.30833333333334,-6.299722222222222,296.5451904628967,56.395776974064965,-45.0,5086096892.81779,726.5894408505249,726.5894400000001,36,5088033005.856001,136557579,12.539712215599415,11.342752846261847,79.9962858288238,-0.013652525842189789,5.305819511413574,257.0713195800781,235.8498662169309,92.71879384434116,165.04026794433594,1168.379150390625,5088042825.0,6238
2,3,VAST_1326+00A,11485,0,11490,IMAGED,13 26 54,+00 00 00,201.725,0.0,321.8163148638646,61.564677807083584,-45.0,5086097798.56627,726.5894408505249,726.5894400000001,36,5088033873.486001,136567297,13.654039646778047,11.667174520548995,87.9525594879599,-0.011492305435240269,2.1592156887054443,259.6733703613281,248.63079059907787,68.29814535767476,173.2928924560547,888.79931640625,5088043571.0,5784
3,4,VAST_1302-06A,11486,0,11490,IMAGED,13 02 04,-06 17 59,195.51666666666665,-6.299722222222222,307.7176251866311,56.473229698394206,-45.0,5086098704.314751,726.5894398968505,726.5894400000001,36,5088034491.492001,136556901,12.552971855541948,11.344496399197956,79.4996717868266,-0.03780871257185936,10.82124137878418,309.488037109375,299.6037409797419,107.0497506603981,167.5001678466797,1384.137451171875,5088044204.0,6251
4,5,VAST_1441+00A,11488,0,11490,IMAGED,14 41 23,+00 00 00,220.3458333333333,0.0,351.6991005450829,52.14132156167339,-45.0,5086103243.01043,726.5894398968505,726.5894400000001,36,5088034886.028,136584746,13.427258376296844,11.562324558107148,84.4915649574164,-0.012516696937382221,3.2105023860931396,276.6583557128906,264.9622217993475,82.1326598389361,185.6199188232422,1301.9039306640625,5088045773.0,5677
5,6,VAST_1326-06A,11489,0,11490,IMAGED,13 26 54,-06 17 59,201.725,-6.299722222222222,318.6182518222524,55.48828077217089,-45.0,5086104108.94579,716.636159447937,716.6361600000001,36,5088035766.265,136567770,13.296626487073116,11.170224466788206,81.6639103277595,-0.017396878451108932,2.833127498626709,242.57974243164062,228.94300469385212,75.784440052286,162.0929412841797,1169.4173583984375,5088045800.0,6076
6,7,VAST_1753-18A,11491,0,11490,IMAGED,17 53 27,-18 51 45,268.36249999999995,-18.8625,9.569533315351867,3.63536969512019,-45.0,5086114022.41267,726.5894398968505,726.5894400000001,36,5088036881.604,136562847,12.109470992866656,11.206800622863469,87.6566656720045,-0.02374310977756977,2.5963828563690186,301.6524353027344,280.92989147111723,115.90114266054779,201.3223419189453,1558.3597412109375,5088046673.0,5227
7,8,VAST_1806-25A,11492,0,11490,IMAGED,18 06 48,-25 07 47,271.7,-25.129722222222224,5.662560386844779,-2.1603949649513488,-45.0,5086114898.301311,726.5894398968505,726.5894400000001,36,5088037219.679001,136535965,11.836727122237452,11.135070007426151,87.6190054529398,-0.02542153187096119,3.0926246643066406,370.0458984375,346.18127421454034,607.6220654081363,223.87045288085938,39201.96875,5088047040.0,4822
8,9,VAST_1752-31A,11494,0,11490,IMAGED,17 52 56,-31 23 15,268.2333333333333,-31.3875,358.70968442203673,-2.61597901525095,-45.0,5086117645.40659,716.6361604016113,716.6361600000001,36,5088037803.541,136563257,11.706660569079792,11.042878742263548,67.4626950585086,-0.09211298078298569,2.2378852367401123,349.3962097167969,301.79677748275276,1503.6189130327484,221.87429809570312,54269.4765625,5088047934.0,4994
9,10,VAST_2053+00A,11499,0,11490,IMAGED,20 53 48,+00 00 00,313.44999999999993,0.0,48.018335761633324,-26.93080127530866,-45.0,5086124796.727678,726.5894398968505,726.5894400000001,36,5088038055.880001,136512319,14.209457108050872,11.25728541689238,76.4727622368153,-0.009414820931851864,3.3638014793395996,268.6451721191406,256.1286728633708,69.45884490587308,195.32948303222656,802.9583129882812,5088047807.0,5396
