INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY
0,1,VAST_1724-31A,9673,0,9672,IMAGED,17 24 42,-31 23 15,261.17499999999995,-31.3875,355.49240032214743,2.4780838775001777,-45.0,5073703291.847038,746.4959998410034,746.4960000000001,36,5087683914.332001,136655063,12.790944471680783,11.537822261400049,-13.737192161838,-0.05334799364209175,3.5828378200531006,372.5989990234375,346.0697643825763,902.5187266362839,221.2595977783203,51402.078125,5087747672.0,4919
1,2,VAST_1739-25A,9673,1,9672,IMAGED,17 39 37,-25 07 47,264.9041666666666,-25.129722222222224,2.535972355972589,3.1385279675634505,-45.0,5073704038.343039,736.5427193920898,736.5427200000001,36,5087684142.514,136643340,12.646422058875839,11.686906159894512,-12.1354760111939,-0.10791675001382828,1.925414800643921,331.8864440917969,298.85956542037434,457.66073228229413,218.16372680664062,23643.0390625,5087748340.0,5054
2,3,VAST_1752-31A,9673,5,9672,IMAGED,17 52 56,-31 23 15,268.2333333333333,-31.3875,358.70968442203673,-2.61597901525095,-45.0,5073707074.093438,766.4025607388305,766.4025600000001,36,5087684416.946001,136631168,12.729181185564661,11.289947844283633,1.51623238151847,-0.13081103563308716,2.326024055480957,377.5021667480469,324.1373266620241,1334.0492334720795,239.76060485839844,62149.2890625,5087747943.0,4662
3,4,VAST_1806-25A,9667,0,9666,IMAGED,18 06 48,-25 07 47,271.7,-25.129722222222224,5.662560386844779,-2.1603949649513488,-45.0,5073624135.954814,1303.8796801846313,1005.2812800000002,36,5087735007.49,136659742,12.568812307670807,11.105362984698107,20.5846656215505,-0.038434967398643494,3.0311787128448486,390.19561767578125,363.7646257971258,712.9889768352663,238.94017028808594,45575.26171875,5087742874.0,4616
4,5,VAST_2004+00A,9667,1,9666,IMAGED,20 04 08,+00 00 00,301.0333333333333,0.0,41.44528129119489,-16.116333191144783,-45.0,5073625439.834494,736.5427212994384,736.5427200000001,36,5087735056.021,136691994,14.167787340078036,13.16739458477664,-49.5625017764417,-0.020145583897829056,2.947119951248169,320.5909423828125,301.05472138689464,95.50593767773898,209.69027709960938,944.645751953125,5087742774.0,4940
5,6,VAST_2018-50A,9673,15,9672,IMAGED,20 18 28,-50 05 45,304.6166666666667,-50.09583333333334,348.9849908502579,-34.15428665454203,-45.0,5073714628.632958,746.4959998410034,746.4960000000001,36,5087686331.5060005,136632608,14.097034507234392,11.140681352328,-10.79352645161,-0.012319724075496197,1.8905532360076904,242.5465545654297,230.33108328491113,75.66354681757622,163.42005920410156,729.6795654296875,5087748141.0,5889
6,7,VAST_2039-43A,9673,6,9672,IMAGED,20 39 04,-43 52 21,309.7666666666666,-43.8725,356.87348168065995,-37.32721851633524,-45.0,5073707840.495998,766.4025597851562,766.4025600000001,36,5087687107.754,136654836,15.752477072774518,11.700866884115088,-64.8751481038661,-0.014715829864144325,1.5750277042388916,241.2946319580078,228.72340819407873,73.94854613046913,162.11196899414062,691.0061645507812,5087748060.0,5729
7,8,VAST_2053+00A,9667,2,9666,IMAGED,20 53 48,+00 00 00,313.44999999999993,0.0,48.018335761633324,-26.93080127530866,-45.0,5073626176.377214,756.4492802899169,756.44928,36,5087735145.387001,136701998,14.45433632385505,13.238626366142531,48.6550855653615,-0.009351818822324276,3.2797133922576904,273.9137268066406,261.1019757028322,75.18680768113374,191.17605590820312,1036.8916015625,5087742818.0,5162
8,9,VAST_2112-43A,9673,9,9672,IMAGED,21 12 33,-43 52 21,318.13749999999993,-43.8725,356.97045397593854,-43.35858510649258,-45.0,5073710119.797118,746.4959998410034,746.4960000000001,36,5087690505.811,136662036,15.571966123054873,11.689200908527212,-63.2747150478766,-0.023381130769848824,1.6071711778640747,244.560546875,231.51113290655226,76.82631117368787,167.00405883789062,949.73779296875,5087748343.0,6038
9,10,VAST_2131-62A,9673,24,9672,IMAGED,21 31 02,-62 29 55,322.75833333333327,-62.49861111111111,331.3623596863993,-41.91810098658467,-45.0,5073721347.096958,746.4959998410034,746.4960000000001,36,5087690608.873,136660252,16.18618989409704,10.680621712112844,0.863130445660691,-0.01504033524543047,2.072957754135132,239.06399536132812,225.0959684474493,74.58684106789987,169.8388671875,1471.80517578125,5087748567.0,6225
10,11,VAST_2146-43A,9673,7,9672,IMAGED,21 46 03,-43 52 21,326.51249999999993,-43.8725,356.1522715697451,-49.3670368877136,-45.0,5073708606.898559,736.5427193920898,736.5427200000001,36,5087690734.516001,136643579,18.7146750086496,11.552037579913284,-80.1130132983008,-0.011587480083107948,1.950721263885498,260.03125,248.06814765887975,77.14940138105122,174.57928466796875,930.31689453125,5087748528.0,5765
11,12,VAST_2208+00A,9667,3,9666,IMAGED,22 08 17,+00 00 00,332.0708333333333,0.0,60.78721453997227,-42.36349901223629,-45.0,5073626932.826494,736.5427203457641,736.5427200000001,36,5087735272.3,136661954,18.13159561725936,12.606861780804383,57.0134734551503,-0.017261778935790062,3.946242094039917,289.1443176269531,274.53498298385705,82.88110087820607,183.27210998535156,909.0686645507812,5087742904.0,5026
