Component_ID,RA,DEC,RA_comp,DEC_comp
SB78475_component_25a,30.464524,3.719167,30.46462,3.719239
SB78475_component_56a,29.293868,0.190195,29.293895,0.190135
SB78475_component_66a,30.170056,3.380408,30.170069,3.380419
SB78475_component_260a,28.16505,1.788186,28.165046,1.788162
