Component_ID,RA,DEC,RA_comp,DEC_comp
SB88789_component_32a,348.498822,-37.079477,348.498785,-37.079505
SB88789_component_35a,349.52867,-40.168385,349.528592,-40.168397
SB88789_component_81a,340.451156,-35.996543,340.451298,-35.996606
