Component_ID,RA,DEC,RA_comp,DEC_comp
SB88114_component_42a,192.913433,-35.311011,192.913438,-35.310995
SB88114_component_47a,193.498082,-40.991852,193.498057,-40.991857
SB88114_component_107a,189.719731,-38.432482,189.719715,-38.432495
SB88114_component_265a,188.692144,-34.149695,188.692167,-34.149738
