cal_sbid,sbid,field
63521,63479,VAST_0127-73
63521,63480,VAST_0103-56
63521,63485,VAST_0913-50
63521,63486,VAST_0931-56
63521,63488,VAST_1314-62
63521,63489,VAST_1404-62
63521,63490,VAST_1428-56
63521,63491,VAST_1453-62
63521,63493,VAST_1510-56
63521,63495,VAST_1922+12
63521,63496,VAST_1753-18
63521,63497,VAST_1955+25
63521,63498,VAST_1824-06
63521,63500,VAST_2208-06
63521,63501,VAST_2233-06
63521,63502,VAST_2235-31
63521,63503,VAST_2258-37
63521,63504,VAST_2246-50
63521,63505,VAST_2329-37
63521,63506,VAST_2331-31
63521,63507,VAST_0000-37
63521,63508,VAST_0000-31
63521,63509,VAST_0012-06
63521,63510,VAST_2359-43
63521,63514,VAST_1033+06
63521,63515,VAST_1057+06
63521,63518,VAST_1224-62
63521,63522,VAST_2157-37
63521,63523,VAST_2209-50
63521,63524,VAST_2219-43
63596,63595,VAST_1600-50
63596,63597,VAST_1914+00
63596,63598,VAST_1824+00
63596,63599,VAST_1849+06
63596,63600,VAST_1739-25
63596,63601,VAST_1724-31
63596,63602,VAST_1806-25
63596,63603,VAST_1806-12
63596,63604,VAST_1831-12
63596,63605,VAST_1819-18
63596,63606,VAST_1849-06
63596,63607,VAST_1849+00
63596,63608,VAST_1912+18
63596,63609,VAST_1938+18
63643,63625,VAST_1014-56
63643,63626,VAST_1045-62
63643,63627,VAST_1056-56
63643,63629,VAST_1135-62
63643,63644,VAST_1552-56
63643,63645,VAST_1636-50
63643,63646,VAST_1651-37
63643,63647,VAST_1721-37
63643,63648,VAST_1718-43
63643,63649,VAST_1856+12
63643,63650,VAST_1914+06
63643,63652,VAST_1752-31
63643,63660,VAST_2214-56
63689,63688,VAST_1644-43
63718,63715,VAST_1416-06
63718,63737,VAST_2257-06
63718,63738,VAST_2257+00
63718,63739,VAST_2322+00
63718,63760,VAST_0530-68
63718,63770,VAST_0822-43
