INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY
0,0,1934-638,-1,-1,-1,--NULL--,19 39 25.026,-63 42 45.63,294.8542749999999,-63.712675000000004,332.7461297966521,-29.389342532461797,-45.0,-1.0,0.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
1,1,VAST_0241-06A,10888,0,10924,IMAGED,02 41 23,-06 17 59,40.34583333333333,-6.299722222222222,179.3649414628907,-56.59441545526996,-45.0,5083477348.995454,716.6361604016113,716.6361600000001,36,5087548898.129,136776514,12.514394443605948,11.175021034526232,81.0729780946758,-0.01837550848722458,1.5470998287200928,271.3934020996094,258.03834320918196,78.4959982707508,189.15863037109375,807.0446166992188,5087556957.0,5454
2,2,VAST_0241+00A,10889,0,10924,IMAGED,02 41 23,+00 00 00,40.34583333333333,0.0,171.69910054508293,-52.141321561673365,-45.0,5083478105.444735,726.5894398968505,726.5894400000001,36,5087549634.674,136780002,13.64619614027526,11.24817584911632,79.3495540431591,-0.03285912424325943,4.758974552154541,299.8651123046875,282.36257858337154,99.37629801440659,209.5312042236328,1583.94775390625,5087558000.0,4985
3,3,VAST_0306+00A,10890,0,10924,IMAGED,03 06 12,+00 00 00,46.55,0.0,178.5612040139545,-47.774956090895046,-45.0,5083478881.800574,716.636159447937,716.6361600000001,36,5087549659.788,136772111,13.485487585316472,11.286171642379356,80.5634922630269,-0.016407275572419167,1.7223944664001465,276.3466796875,262.2596075443128,83.40579703342651,185.9704132080078,833.1229248046875,5087558037.0,5307
4,4,VAST_0331+00A,10891,0,10924,IMAGED,03 31 02,+00 00 00,52.758333333333326,0.0,184.32508155784922,-43.06120591492183,-45.0,5083479638.249854,726.5894398968505,726.5894400000001,36,5087550010.967,136774010,13.3849481214555,11.328066857059488,82.1109807817909,-0.01622900553047657,2.7676587104797363,281.97760009765625,267.5841706933386,74.65951679567472,197.4615020751953,754.6460571289062,5087558143.0,5425
5,5,VAST_0355+00A,10892,0,10924,IMAGED,03 55 52,+00 00 00,58.96666666666666,0.0,189.2452074764945,-38.10021940902833,-45.0,5083480404.652414,726.5894398968505,726.5894400000001,36,5087435595.496,136784753,13.36342576308156,11.387430631700388,83.9290840589014,-0.039020851254463196,2.4227163791656494,291.7525329589844,279.3927379232674,80.52364065522349,199.3665771484375,988.2036743164062,5087443615.0,5308
6,6,VAST_0306-06A,10893,0,10924,IMAGED,03 06 12,-06 17 59,46.55,-6.299722222222222,186.0541578500902,-51.82013854429893,-45.0,5083481171.054974,726.5894408505249,726.5894400000001,36,5087435636.330999,136781444,12.984778450270548,11.073634209921527,81.2418212979339,-0.02155810408294201,0.8828033208847046,253.6439971923828,241.0657577010195,74.12418693207483,178.60670471191406,687.2418212890625,5087443704.0,5645
7,7,VAST_0355-06A,10894,0,10924,IMAGED,03 55 52,-06 17 59,58.96666666666666,-6.299722222222222,196.10904240738196,-41.55569485564667,-45.0,5083481947.410814,726.5894398968505,726.5894400000001,36,5087435674.517,136774689,12.528972600926725,11.168468165235888,80.7331300920647,-0.012474147602915764,3.909395933151245,274.1341247558594,262.15105314960283,76.6925657554615,185.59197998046875,1128.7640380859375,5087443675.0,5304
8,8,VAST_0331-06A,10895,0,10924,IMAGED,03 31 02,-06 17 59,52.758333333333326,-6.299722222222222,191.51689344475847,-46.776779381912455,-45.0,5083482713.8133745,726.5894398968505,726.5894400000001,36,5087435710.972,136781367,12.987168653277505,11.063251714976891,81.3768540246454,-0.017625996842980385,2.4731316566467285,261.1419677734375,247.7238790610609,73.92730076534015,183.18890380859375,803.0966186523438,5087443672.0,5604
9,9,VAST_0501-43A,10896,0,10924,IMAGED,05 01 24,-43 52 21,75.35,-43.8725,248.958126801526,-37.76064480172544,-45.0,5083483539.935615,716.636159447937,716.6361600000001,36,5087435743.660999,136688179,11.877365866140613,11.406316699698191,-28.2782473083251,-0.06245037168264389,10.357124328613281,259.01129150390625,241.0075320732891,258.41222853994276,42.3974723815918,8353.4248046875,5087444162.0,5847
10,10,VAST_0354-43A,10897,0,10924,IMAGED,03 54 25,-43 52 21,58.604166666666664,-43.8725,249.81425756046616,-49.79608231809062,-45.0,5083484316.291454,726.5894398968505,726.5894400000001,36,5087438293.684,136769048,12.182321572974972,11.194939970581068,46.2643059433366,-0.012568033300340176,1.0207825899124146,228.7617950439453,214.88325820215513,73.04364201069794,160.3776397705078,614.2197875976562,5087446783.0,5951
11,11,VAST_0427-43A,10898,0,10924,IMAGED,04 27 54,-43 52 21,66.975,-43.8725,248.91854498051705,-43.795388529299466,-45.0,5083485082.694014,726.5894408505249,726.5894400000001,36,5087438361.558001,136767295,11.965715754575292,11.287293218589024,37.0900682690266,-0.018422402441501617,5.184967517852783,250.1436767578125,236.01891332468682,79.63908069170655,168.9948272705078,1600.9287109375,5087446795.0,5794
12,12,VAST_0534-43A,10899,0,10924,IMAGED,05 34 53,-43 52 21,83.72083333333332,-43.8725,249.70815106710245,-31.760310943930605,-45.0,5083485859.049854,726.5894398968505,726.5894400000001,36,5087438499.028,136797882,11.824850656400256,11.397494198294243,-22.7316317590812,-0.05201781541109085,11.32114315032959,286.6730041503906,262.29193587115583,325.35208920153775,187.85020446777344,19250.330078125,5087447940.0,5211
