cal_sbid,sbid,field
62757,62738,VAST_1056-56
62757,62740,VAST_1135-62
62757,62743,VAST_1224-62
62757,62745,VAST_1014-56
62757,62746,VAST_1045-62
62844,62788,VAST_1644-43
62844,62790,VAST_1914+00
62844,62813,VAST_1531+06
62844,62825,VAST_0804-06
62844,62826,VAST_0828-06
62844,62830,VAST_0853-06
62844,62831,VAST_0918-06
62844,62832,VAST_1033-06
62844,62833,VAST_1147+06
62844,62834,VAST_1049-31
62844,62835,VAST_1141-50
62844,62836,VAST_1117-31
62844,62837,VAST_1212+06
62844,62838,VAST_1212+00
62844,62839,VAST_1237+06
62844,62840,VAST_1242-31
62844,62841,VAST_1245-37
62844,62842,VAST_1323-43
62844,62845,VAST_1752-31
62844,62846,VAST_1824+06
62844,62847,VAST_1914-06
62844,62849,VAST_1938+18
62844,62855,VAST_0216+00
63154,62877,VAST_0822-43
63154,62905,VAST_2322-06
63154,62906,VAST_2347+00
63154,62907,VAST_0012+06
63154,62908,VAST_0012+00
63154,62909,VAST_0037+06
63154,62910,VAST_0037+00
63154,62922,VAST_0600+06
63154,62929,VAST_1122+06
63154,62959,VAST_1939-06
63154,62961,VAST_2028-06
63154,62963,VAST_2053+00
63154,62964,VAST_2118+06
63154,62965,VAST_2118+00
63154,62966,VAST_2143+06
63154,62967,VAST_2143+00
63154,62968,VAST_2208+06
63154,62969,VAST_2208+00
63154,62970,VAST_2233+06
63154,62971,VAST_2233+00
63154,62972,VAST_2347+06
63154,62973,VAST_2303-31
63154,62974,VAST_2326-43
63154,62975,VAST_2323-50
63154,62976,VAST_0021-56
63154,62977,VAST_0037-06
63154,62978,VAST_0102+00
63154,62979,VAST_0102+06
63154,62980,VAST_0102-06
63154,62981,VAST_0126+00
63154,62982,VAST_0331+06
63154,62983,VAST_0331+00
63154,62984,VAST_0355+06
63154,62985,VAST_0355+00
63154,62986,VAST_0943+00
63154,62987,VAST_0943-06
63154,62988,VAST_1008+00
63154,62989,VAST_1008-06
63154,62990,VAST_1021-31
63154,62991,VAST_1043-37
63154,62992,VAST_1036-43
63154,62993,VAST_1109-43
63154,62994,VAST_1144-37
63154,62995,VAST_1214-31
63154,62996,VAST_1145-31
63154,62997,VAST_1302+06
63154,62998,VAST_1338-31
63154,63007,VAST_1735+00
63154,63016,VAST_2256-56
63154,63017,VAST_2253-43
63154,63018,VAST_0126+06
63154,63021,VAST_0355-06
63154,63022,VAST_0420-06
63154,63023,VAST_0445+00
63154,63024,VAST_0414-31
63154,63025,VAST_0600+00
63154,63029,VAST_2118-06
63154,63030,VAST_2228-37
63154,63031,VAST_2042-31
63154,63032,VAST_2138-31
63154,63033,VAST_2207-31
63154,63034,VAST_2143-06
63154,63035,VAST_2146-43
63154,63037,VAST_0127-73
63154,63043,VAST_0918+06
63154,63044,VAST_0943+06
63154,63045,VAST_1008+06
63154,63046,VAST_1057+00
63154,63047,VAST_1057-06
