Component_ID,RA,DEC,RA_comp,DEC_comp
SB74340_component_1a,180.841289,4.238668,180.841396,4.238637
SB74340_component_21a,186.21844,3.513926,186.218425,3.51397
SB74340_component_34a,185.97749,6.834057,185.977601,6.834048
SB74340_component_41a,183.749494,8.489535,183.749638,8.489588
SB74340_component_59a,179.252505,6.686933,179.252719,6.68683
SB74340_component_84a,179.799233,9.91302,179.799445,9.913052
SB74340_component_230a,183.595979,2.714645,183.595945,2.714677
SB74340_component_300a,180.730202,2.590635,180.730318,2.590734
