Component_ID,RA,DEC,RA_comp,DEC_comp
SB74598_component_8a,66.652117,5.305744,66.652517,5.30552
SB74598_component_19a,61.870826,7.702271,61.871195,7.702075
SB74598_component_82a,63.158728,4.635228,63.159113,4.63501
SB74598_component_146a,62.890631,8.720053,62.891073,8.719838
SB74598_component_154a,62.357492,6.676776,62.357699,6.676417
