cal_sbid,sbid,field
33682,33665,VAST_0208-04
33682,33666,VAST_0230-04
33682,33667,VAST_0251-04
33682,33668,VAST_0313-04
33682,33669,VAST_0334-04
33682,33670,VAST_0334+00
33682,33671,VAST_0356+00
33682,33672,VAST_0438-64
33682,33673,VAST_0525-64
33682,33674,VAST_0504-69
33682,33675,VAST_0559-69
33682,33684,VAST_2034-60
33682,33685,VAST_2042-55
33682,33686,VAST_2059-51
33682,33687,VAST_2114-46
33682,33688,VAST_2127-41
33682,33689,VAST_2155-41
33682,33690,VAST_2223-41
33682,33691,VAST_2250-41
33682,33692,VAST_2244-46
33682,33693,VAST_2238-51
33682,33694,VAST_2306-55
33682,33695,VAST_0113-72
33682,33696,VAST_0125-04
33682,33697,VAST_0125+00
33682,33698,VAST_0147+00
33682,33699,VAST_0208+00
33682,33700,VAST_0230+00
33682,33701,VAST_0251+00
33682,33702,VAST_0313+00
33682,33703,VAST_0356-04
33682,33704,VAST_0147-04
33682,33705,VAST_0352-64
33682,33715,VAST_1724-28
33682,33716,VAST_1731-23
33682,33717,VAST_1754-23
33682,33718,VAST_1748-18
33682,33719,VAST_1800-32
33682,33720,VAST_1735-32
33682,33721,VAST_1748-28
33682,33722,VAST_2004-41
33682,33723,VAST_2014-46
33682,33724,VAST_2032-41
33682,33725,VAST_2044-46
33682,33726,VAST_2059-41
33682,33727,VAST_2027-51
33682,33728,VAST_2006-55
33682,33729,VAST_2118-55
33682,33730,VAST_2132-51
33682,33731,VAST_2144-46
33682,33732,VAST_2214-46
33682,33733,VAST_2205-51
33682,33734,VAST_2154-55
33682,33735,VAST_2230-55
33682,33736,VAST_2237-60
33682,33737,VAST_2156-60
33682,33738,VAST_2317+00
33682,33739,VAST_2338+00
33682,33740,VAST_2359+00
33682,33741,VAST_0021+00
33682,33742,VAST_0042+00
33682,33743,VAST_0104+00
33682,33744,VAST_0104-04
33682,33745,VAST_0042-04
33682,33746,VAST_0021-04
33773,33772,VAST_1812-28
33773,33774,VAST_2054-64
33773,33775,VAST_2115-60
33773,33776,VAST_2140-64
33773,33777,VAST_2151-04
33773,33778,VAST_2151+00
33773,33779,VAST_2212+00
33773,33780,VAST_2234+00
33773,33781,VAST_2255+00
33773,33782,VAST_2255-04
33773,33783,VAST_2317-04
33773,33784,VAST_2338-04
33773,33785,VAST_2359-04
33773,33786,VAST_2234-04
33773,33787,VAST_2212-04
33773,33788,VAST_2227-64
33859,33822,VAST_2025+00
33859,33823,VAST_2025-04
33859,33824,VAST_2046-04
33859,33825,VAST_2046+00
33859,33826,VAST_2108+00
33859,33831,VAST_2003+00
33859,33832,VAST_2003-04
33859,33833,VAST_2108-04
33859,33834,VAST_2129-04
33859,33835,VAST_2129+00

