cal_sbid,sbid,field
55603,55602,VAST_1724-31
55603,55604,VAST_1735+00
55603,55605,VAST_1735+06
55603,55606,VAST_1800+00
55603,55607,VAST_1824+06
55603,55608,VAST_1914-06
55603,55609,VAST_2028-06
55603,55610,VAST_2053+00
55603,55611,VAST_2118+06
55603,55612,VAST_2118+00
55603,55613,VAST_2143+06
55603,55614,VAST_2143+00
55603,55615,VAST_2208+06
55603,55616,VAST_2233+06
56674,55858,VAST_0709-12
56674,55859,VAST_0734-12
56674,55860,VAST_0725-18
56674,55861,VAST_0751-18
56674,55862,VAST_0809-25
56674,55863,VAST_0800-31
56674,55864,VAST_0810-37
56674,55865,VAST_0828-31
56674,55866,VAST_0840-37
56674,55867,VAST_0855-43
56674,55868,VAST_0913-50
56674,55869,VAST_0931-56
56674,55870,VAST_0950-50
56674,55871,VAST_1014-56
56674,55872,VAST_1056-56
56674,55873,VAST_1045-62
56674,55874,VAST_1122+06
56674,55875,VAST_1147+06
56674,55876,VAST_1135-62
56674,55877,VAST_1224-62
56674,55878,VAST_1212+00
56674,55879,VAST_1212+06
56674,55880,VAST_1237+06
56674,55881,VAST_1242-31
56674,55882,VAST_1245-37
56674,55884,VAST_1552-56
56674,55885,VAST_1531+06
56674,55886,VAST_1555+06
56674,55887,VAST_1555+00
56674,55888,VAST_1620+06
56674,55889,VAST_1645+06
56674,55890,VAST_1710+06
56674,55891,VAST_1710+00
56674,55892,VAST_1831-12
56674,55893,VAST_1735-06
56674,55894,VAST_1800-06
56674,55895,VAST_1800+06
56674,55896,VAST_1939+06
56674,55897,VAST_1939+00
56674,55898,VAST_1939-06
56674,55899,VAST_2004+00
56674,55900,VAST_2004+06
56674,55901,VAST_2028+06
56674,55902,VAST_2004-06
56674,55903,VAST_2028+00
56674,55904,VAST_2014-31
56674,55905,VAST_2053-06
56674,55906,VAST_2053+06
56674,55907,VAST_2118-06
56674,55908,VAST_2110-31
56674,55909,VAST_2138-31
56674,55910,VAST_2207-31
56674,55911,VAST_2146-43
56674,55912,VAST_2233+00
56674,55913,VAST_2208+00
56674,55914,VAST_2322-06
56674,55915,VAST_2347+00
56674,55916,VAST_2303-31
56674,55917,VAST_2347+06
56674,55918,VAST_0216+00
56674,55919,VAST_0012+06
56674,55920,VAST_0012+00
56674,55921,VAST_0037+06
56674,55922,VAST_0037+00
56674,55923,VAST_0037-06
56674,55924,VAST_0331+06
56674,55925,VAST_0331+00
56674,55926,VAST_0355+06
56674,55927,VAST_0355+00
56674,55928,VAST_0355-06
56674,55929,VAST_0414-31
56674,55930,VAST_0442-31
56674,55931,VAST_0506-37
56674,55932,VAST_0530-68
56674,55933,VAST_0532-50
56674,55934,VAST_0537-37
56674,55935,VAST_0600+00
56674,55936,VAST_0600-06
56674,55937,VAST_0624-06
56674,55938,VAST_0600+06
56674,55939,VAST_0538-31
56674,55940,VAST_0420-06
56674,55941,VAST_0445+00
56674,55942,VAST_0741-25
56674,55943,VAST_0751-18
56674,55944,VAST_0804-06
56674,55945,VAST_0822-43
