cal_sbid,sbid,field
87925,87926,VAST_0037+00
87925,87927,VAST_0126+00
87925,87928,VAST_0216+00
87925,87929,VAST_0202-37
88030,88027,VAST_1147+00
88030,88028,VAST_1145-31
88030,88031,VAST_1351+06
88030,88032,VAST_1351+00
88030,88033,VAST_1416+06
88030,88034,VAST_1416+00
88030,88035,VAST_1441+06
88030,88036,VAST_1441-06
88030,88037,VAST_1555+06
88030,88038,VAST_1555+00
88030,88039,VAST_1555-06
88030,88040,VAST_1620+06
88030,88041,VAST_1620+00
88030,88042,VAST_1620-06
88051,88052,VAST_0102-06
88051,88053,VAST_0420+06
88051,88054,VAST_0306+06
88067,88068,VAST_1800-06
88078,88079,VAST_0101-37
88078,88080,VAST_0150-50
88085,88086,VAST_1242-31
88106,88107,VAST_0106-43
88106,88108,VAST_0151-06
88113,88114,VAST_1245-37
88132,88133,VAST_0131-37
88138,88139,VAST_1237-06
88159,88160,VAST_0102+06
88165,88166,VAST_1214-31
88187,88188,VAST_0126-06
88187,88192,VAST_0537-37
88213,88214,VAST_0140-43
88260,88244,VAST_1215-37
88260,88245,VAST_1218-50
88260,88246,VAST_1216-43
88260,88247,VAST_1250-43
88260,88248,VAST_1255-50
88260,88249,VAST_1302-06
88260,88250,VAST_1316-37
88269,88270,VAST_0126+06
88306,88307,VAST_0828+00
88306,88308,VAST_0853+06
88306,88309,VAST_0853+00
88306,88310,VAST_0853-06
88306,88311,VAST_0918+06
88306,88312,VAST_1008+00
88356,88358,VAST_1008-06
88356,88359,VAST_0918-06
88356,88360,VAST_0943+00
88356,88361,VAST_1033+00
88356,88362,VAST_1109-43
88356,88363,VAST_1114-37
88356,88364,VAST_1141-50
88356,88367,VAST_1147-06
88356,88368,VAST_1212-06
88356,88369,VAST_1144-37
88356,88370,VAST_1143-43
88356,88371,VAST_1021-31
88356,88373,VAST_1057-06
88356,88374,VAST_1326-06
88356,88375,VAST_1332-50
88467,88468,VAST_0943-06
88467,88469,VAST_1012-37
88467,88470,VAST_1036-43
88467,88471,VAST_1033-06
88467,88472,VAST_1057+06
88467,88478,VAST_1057+00
88511,88512,VAST_2014-31
88544,88545,VAST_1347-37
88544,88546,VAST_1351-06
88544,88547,VAST_1416-06
88544,88548,VAST_1357-43
88544,88549,VAST_1441+00
88544,88550,VAST_1506-06
88574,88575,VAST_1506+06
88574,88576,VAST_1506+00
88596,88597,VAST_0151+06
88596,88608,VAST_0804-06
88596,88610,VAST_0828+06
88596,88613,VAST_0918+00
88596,88615,VAST_0943+06
88596,88616,VAST_1008+06
88644,88645,VAST_0145-56
88665,88668,VAST_1122-06
88665,88673,VAST_1122+06
88686,88687,VAST_1531+00
88686,88688,VAST_1645+06
88686,88689,VAST_1645+00
88700,88701,VAST_1043-37
88700,88702,VAST_1122+00
88700,88708,VAST_1531+06
88700,88713,VAST_1710+06
88700,88714,VAST_1710+00
88700,88715,VAST_1710-06
88700,88716,VAST_1735+06
88700,88717,VAST_1800+00
88700,88721,VAST_1914-06
