cal_sbid,sbid,field
60569,60568,VAST_1552-56
60569,60571,VAST_1806-25
60569,60572,VAST_1800+00
60584,60583,VAST_1819-18
60796,60795,VAST_1600-50
60796,60797,VAST_1636-50
60796,60798,VAST_1644-43
60796,60799,VAST_1651-37
60796,60800,VAST_1721-37
60796,60801,VAST_1718-43
60796,60802,VAST_1752-31
60796,60803,VAST_1739-25
60796,60804,VAST_1824-06
60796,60805,VAST_1824+00
60796,60806,VAST_1849+06
60796,60807,VAST_1856+12
60796,60808,VAST_1912+18
60796,60809,VAST_1922+12
60796,60810,VAST_1914+06
60796,60811,VAST_1914+00
60796,60812,VAST_1938+18
61005,60866,VAST_1849-06
61005,60873,VAST_0054-25
61005,60894,VAST_0530-68
61005,60930,VAST_1849+00
61005,60934,VAST_1955+25
61005,60985,VAST_0913-50
61005,60986,VAST_0931-56
61005,61018,VAST_1831-12
61081,61052,VAST_1014-56
61081,61053,VAST_1056-56
61081,61054,VAST_1045-62
61081,61055,VAST_1135-62
61081,61056,VAST_1224-62
61081,61063,VAST_1806-12
61081,61066,VAST_0822-43
61081,61069,VAST_1314-62
61081,61071,VAST_1404-62
61081,61072,VAST_1428-56
61081,61073,VAST_1453-62
61081,61074,VAST_1510-56
61081,61076,VAST_0127-73
