cal_sbid,sbid,field
59365,59364,VAST_1939-06
59365,59366,VAST_2233+06
59365,59367,VAST_2208+00
59365,59368,VAST_2233+00
59365,59369,VAST_2303-31
59365,59370,VAST_2347+06
59365,59371,VAST_0037-06
59365,59372,VAST_0102+00
59402,59401,VAST_1739-25
59402,59403,VAST_1939+00
59402,59404,VAST_1939+06
59402,59405,VAST_2004+06
59402,59406,VAST_2004+00
59402,59407,VAST_2004-06
59402,59408,VAST_2028+06
59402,59409,VAST_2028+00
59402,59410,VAST_2053+06
59402,59411,VAST_2053-06
59402,59412,VAST_2118-06
59402,59413,VAST_2110-31
59402,59414,VAST_2138-31
59402,59415,VAST_2146-43
59402,59416,VAST_2207-31
59402,59417,VAST_2228-37
59402,59418,VAST_2253-43
59402,59419,VAST_2256-56
59402,59420,VAST_2323-50
59402,59421,VAST_2326-43
59402,59422,VAST_0102+06
59402,59423,VAST_0102-06
59402,59424,VAST_0021-56
59402,59425,VAST_0126+06
59402,59426,VAST_0126+00
59511,59446,VAST_0943-06
59511,59447,VAST_0943+00
59511,59448,VAST_1008+00
59511,59449,VAST_1008-06
59511,59450,VAST_1021-31
59511,59451,VAST_1043-37
59511,59452,VAST_1036-43
59511,59453,VAST_1109-43
59511,59454,VAST_1147-06
59511,59455,VAST_1212-06
59511,59456,VAST_1145-31
59511,59457,VAST_1144-37
59511,59458,VAST_1214-31
59511,59459,VAST_1302+06
59511,59460,VAST_1338-31
59511,59463,VAST_1718-43
59511,59464,VAST_1735+00
59511,59465,VAST_1806-25
59511,59466,VAST_2014-31
59511,59467,VAST_2005-43
59511,59468,VAST_2025-37
59511,59469,VAST_2042-31
59511,59470,VAST_2007-56
59511,59471,VAST_2018-50
59511,59472,VAST_2039-43
59511,59473,VAST_2056-37
59511,59474,VAST_2143-06
59511,59475,VAST_2055-50
59511,59476,VAST_2049-56
59511,59477,VAST_2112-43
59511,59478,VAST_2126-37
59511,59479,VAST_2132-50
59511,59480,VAST_2131-56
59511,59482,VAST_1012-37
59511,59483,VAST_0918+06
59511,59484,VAST_1114-37
59511,59485,VAST_1122+00
59511,59486,VAST_0943+06
59511,59487,VAST_1008+06
59511,59488,VAST_1215-37
59511,59489,VAST_1057-06
59511,59490,VAST_1057+00
59511,59491,VAST_1122-06
59511,59492,VAST_1143-43
59511,59493,VAST_1216-43
59511,59494,VAST_1218-50
59511,59495,VAST_1302+00
59511,59496,VAST_1302-06
59511,59497,VAST_1326+00
59511,59498,VAST_1326+06
59511,59499,VAST_1326-06
59511,59500,VAST_1506-06
59511,59501,VAST_1531+00
59511,59502,VAST_1351+06
59511,59503,VAST_1555+06
59511,59504,VAST_1555+00
59511,59505,VAST_1620+06
59511,59506,VAST_1645+06
59511,59507,VAST_1620+00
59511,59508,VAST_1710+06
59511,59509,VAST_1710+00
59511,59510,VAST_1735+06
59511,59512,VAST_1735-06
59511,59513,VAST_1800-06
59561,59533,VAST_0151+06
59561,59534,VAST_0442-31
59561,59535,VAST_0506-37
59561,59536,VAST_0537-37
59561,59537,VAST_0538-31
59561,59538,VAST_0600-06
59561,59539,VAST_0532-50
59561,59540,VAST_0624-06
59561,59541,VAST_0445+06
59561,59542,VAST_0510+06
59561,59543,VAST_0510+00
59561,59544,VAST_0510-06
59561,59545,VAST_0535+00
59561,59546,VAST_0535+06
59561,59547,VAST_0534-43
59561,59548,VAST_0714+06
59561,59549,VAST_0739+06
59561,59550,VAST_0739+00
59561,59551,VAST_0739-06
59561,59552,VAST_0804+00
59561,59553,VAST_0804+06
59561,59554,VAST_0828+06
59561,59555,VAST_0828+00
59561,59556,VAST_0853+06
59561,59563,VAST_1800+06
59561,59564,VAST_1819-18
59561,59566,VAST_0418-50
59561,59567,VAST_0455-50
59561,59568,VAST_0510-31
59561,59569,VAST_0501-43
59561,59570,VAST_0517-56
59772,59608,VAST_1147+00
59772,59611,VAST_1710-06
59772,59613,VAST_0317-31
59772,59614,VAST_0345-31
59772,59615,VAST_0405-37
59772,59616,VAST_0354-43
59772,59617,VAST_0427-43
59772,59618,VAST_0435-37
59772,59619,VAST_0445-06
59772,59620,VAST_0535-06
59772,59626,VAST_0853+00
59772,59627,VAST_0918+00
59772,59628,VAST_1033+00
59772,59675,VAST_2257+06
59772,59676,VAST_2322+06
59772,59681,VAST_0151+00
59772,59682,VAST_0216+06
59772,59683,VAST_0241+06
59772,59684,VAST_0241+00
59772,59685,VAST_0306+06
59772,59686,VAST_0306+00
59772,59687,VAST_0331-06
59772,59688,VAST_0334-37
59772,59689,VAST_0420+00
59772,59690,VAST_0435-56
59772,59691,VAST_0420+06
59772,59729,VAST_0126-06
59772,59730,VAST_0124-31
59772,59731,VAST_0304-50
59772,59732,VAST_0131-37
59772,59733,VAST_0152-31
59772,59734,VAST_0151-06
59772,59735,VAST_0216-06
59772,59736,VAST_0241-06
59772,59737,VAST_0306-06
59772,59738,VAST_0303-37
59772,59739,VAST_0320-43
59772,59740,VAST_0341-50
59772,59741,VAST_0352-56
59772,59744,VAST_1620-06
59772,59745,VAST_1645+00
59772,59757,VAST_0028-31
59772,59758,VAST_0056-31
59772,59759,VAST_0101-37
59772,59760,VAST_0140-43
59772,59761,VAST_0202-37
59772,59762,VAST_0221-31
59772,59763,VAST_0213-43
59772,59764,VAST_0247-43
59772,59765,VAST_0249-31
59772,59766,VAST_0310-56
59772,59771,VAST_1645-06
59772,59805,VAST_1310-31
59772,59806,VAST_1351+00
59772,59807,VAST_1416+06
59772,59808,VAST_1416+00
59772,59809,VAST_1441+06
59772,59810,VAST_1531-06
59772,59811,VAST_1555-06
59889,59847,VAST_1237-06
59889,59848,VAST_1250-43
59889,59849,VAST_1316-37
59889,59850,VAST_1255-50
59889,59851,VAST_1351-06
59889,59852,VAST_1347-37
59889,59853,VAST_1332-50
59889,59854,VAST_1441+00
59889,59855,VAST_1357-43
59889,59856,VAST_1506+00
59889,59857,VAST_1506+06
59889,59863,VAST_0530-68
59889,59865,VAST_0709-12
59889,59866,VAST_0734-12
