cal_sbid,sbid,field
29291,29290,VAST_2108+00
29291,29292,VAST_2227-64
29291,29293,VAST_2306-55
29291,29294,VAST_2317-04
29291,29295,VAST_2317+00
29291,29296,VAST_2338+00
29291,29297,VAST_0125+00
29291,29298,VAST_0147+00
29291,29299,VAST_0208+00
29291,29300,VAST_0230+00
29291,29301,VAST_0251+00
29291,29302,VAST_0251-04
29291,29303,VAST_0313-04
29291,29304,VAST_0313+00
29291,29305,VAST_0334+00
29291,29306,VAST_0356+00
29291,29307,VAST_0356-04
29291,29308,VAST_0334-04
29291,29309,VAST_0356-04
29291,29310,VAST_0352-64
29291,29311,VAST_0438-64
29291,29312,VAST_0525-64
29291,29313,VAST_0504-69
29291,29314,VAST_0559-69
29291,29347,VAST_1731-23
29291,29348,VAST_1754-23
29291,29349,VAST_1748-18
29291,29350,VAST_1800-32
29291,29351,VAST_1735-32
29291,29352,VAST_1748-28
29291,29353,VAST_1812-28
29291,29355,VAST_2003-04
29291,29356,VAST_2003+00
29291,29357,VAST_2025+00
29291,29358,VAST_2046+00
29291,29359,VAST_2046-04
29291,29360,VAST_2108-04
29291,29361,VAST_2129-04
29291,29362,VAST_2129+00
29291,29363,VAST_2151+00
29291,29364,VAST_2212+00
29291,29365,VAST_2234+00
29291,29366,VAST_2255+00
29291,29367,VAST_2255-04
29291,29368,VAST_2234-04
29291,29369,VAST_2338-04
29291,29370,VAST_2359-04
29291,29371,VAST_2359+00
29291,29372,VAST_0021+00
29291,29373,VAST_0021-04
29291,29374,VAST_0042-04
29291,29375,VAST_0147-04
29291,29376,VAST_0208-04
29291,29377,VAST_0230-04
29291,29378,VAST_0113-72
29436,29420,VAST_1724-28
29436,29428,VAST_2004-41
29436,29429,VAST_2014-46
29436,29430,VAST_2032-41
29436,29431,VAST_2059-41
29436,29432,VAST_2114-46
29436,29433,VAST_2127-41
29436,29434,VAST_2155-41
29436,29437,VAST_0104-04
29436,29438,VAST_0104+00
29436,29439,VAST_0042+00
29436,29441,VAST_0208-04
29436,29495,VAST_2027-51
29436,29496,VAST_2025-04
29436,29497,VAST_2044-46
29436,29498,VAST_2059-51
29436,29499,VAST_2132-51
29436,29500,VAST_2144-46
29436,29501,VAST_2214-46
29436,29502,VAST_2223-41
29436,29503,VAST_2250-41
29436,29504,VAST_2244-46
29436,29505,VAST_2238-51
29436,29507,VAST_2212-04
29436,29508,VAST_2230-55
29436,29509,VAST_2237-60
29436,29512,VAST_0125-04
29557,29558,VAST_2006-55
29557,29561,VAST_2042-55
29557,29562,VAST_2118-55
29557,29563,VAST_2115-60
29557,29564,VAST_2156-60
29557,29565,VAST_2154-55
29557,29566,VAST_2205-51
29557,29567,VAST_2140-64
29557,29568,VAST_2054-64
29557,29569,VAST_2034-60
29557,29570,VAST_2151-04
