cal_sbid,sbid,field
53291,53188,VAST_0741-25
53291,53189,VAST_0809-25
53291,53202,VAST_1453-62
53291,53203,VAST_1510-56
53291,53204,VAST_1644-43
53291,53205,VAST_1552-56
53291,53206,VAST_1724-31
53291,53207,VAST_1600-50
53291,53208,VAST_1651-37
53291,53216,VAST_1057+06
53291,53249,VAST_0530-68
53291,53253,VAST_1831-12
53291,53257,VAST_1718-43
53291,53263,VAST_1819-18
53291,53265,VAST_0709-12
53291,53266,VAST_0734-12
53291,53267,VAST_0725-18
53291,53268,VAST_0751-18
53291,53269,VAST_0800-31
53291,53270,VAST_0810-37
53291,53271,VAST_0828-31
53291,53272,VAST_0840-37
53291,53273,VAST_0822-43
53291,53274,VAST_0855-43
53291,53276,VAST_0913-50
53291,53277,VAST_0931-56
53291,53278,VAST_0950-50
53291,53279,VAST_1014-56
53291,53280,VAST_1045-62
53291,53281,VAST_1056-56
53291,53282,VAST_1135-62
53291,53283,VAST_1224-62
53291,53284,VAST_1314-62
53291,53288,VAST_0127-73
53320,53319,VAST_1739-25
53320,53324,VAST_0741-25
53320,53326,VAST_0809-25
53320,53335,VAST_1753-18
53320,53336,VAST_1806-12
53320,53337,VAST_1721-37
53320,53338,VAST_1806-25
53320,53339,VAST_1752-31
53569,53419,VAST_1636-50
53569,53482,VAST_1404-62
53569,53483,VAST_1428-56
53569,53485,VAST_1453-62
53569,53486,VAST_1510-56
53569,53487,VAST_1552-56
53569,53488,VAST_1600-50
53569,53490,VAST_1644-43
53569,53491,VAST_1651-37
53569,53492,VAST_1724-31
53569,53567,VAST_0530-68
