cal_sbid,sbid,field
79411,79412,VAST_1531-06
79447,79449,VAST_1645+00
79447,79450,VAST_1645+06
79447,79451,VAST_1710+06
79461,79462,VAST_0103-56
79504,79495,VAST_1710+00
79504,79496,VAST_1710-06
79504,79497,VAST_1735+06
79541,79536,VAST_1735+00
79541,79538,VAST_1824+06
79541,79539,VAST_1800+06
79541,79540,VAST_1735-06
79941,79942,VAST_0216+00
80018,80019,VAST_0331+06
80018,80020,VAST_0331+00
80018,80021,VAST_0355-06
80018,80022,VAST_0420-06
80018,80023,VAST_0445+00
80018,80024,VAST_0445+06
80018,80025,VAST_0510+06
80018,80026,VAST_0510+00
80018,80027,VAST_0510-06
80018,80028,VAST_0535+00
80109,80110,VAST_0739+06
80109,80111,VAST_0853-06
80109,80112,VAST_0918-06
80109,80113,VAST_1049-31
80109,80114,VAST_1117-31
80109,80115,VAST_1145-31
80109,80116,VAST_1147+06
80109,80117,VAST_1212+06
80109,80118,VAST_1212+00
80109,80119,VAST_1237+06
80109,80120,VAST_1302+06
80109,80121,VAST_1326+06
80109,80122,VAST_1141-50
80109,80123,VAST_1215-37
80109,80124,VAST_1214-31
80154,80155,VAST_0943+00
80191,80192,VAST_0804+00
80191,80193,VAST_1057+06
80191,80195,VAST_1008+00
80234,80235,VAST_0345-31
80234,80236,VAST_0442-31
80234,80237,VAST_0535+06
80234,80239,VAST_1008-06
80234,80240,VAST_1033+00
80234,80241,VAST_1122+06
80234,80243,VAST_1147+00
80291,80292,VAST_0804+06
80291,80293,VAST_1114-37
80291,80294,VAST_1109-43
80291,80295,VAST_1144-37
80291,80296,VAST_1143-43
80291,80298,VAST_1147-06
80339,80340,VAST_0804-06
80339,80343,VAST_1242-31
80377,80379,VAST_1245-37
80407,80408,VAST_1323-43
80407,80409,VAST_1555-06
80407,80410,VAST_1620+06
80407,80411,VAST_1555+06
80407,80412,VAST_1555+00
80407,80413,VAST_1620+00
80427,80428,VAST_1302+00
80427,80429,VAST_1351+06
80427,80430,VAST_1351+00
80427,80431,VAST_1416+06
80427,80432,VAST_1441-06
80427,80433,VAST_1338-31
80427,80435,VAST_1620-06
80427,80437,VAST_1645-06
80448,80449,VAST_1218-50
80474,80475,VAST_1216-43
80474,80476,VAST_1212-06
80474,80477,VAST_1237-06
80474,80478,VAST_1310-31
80474,80481,VAST_1250-43
80604,80605,VAST_0435-37
80611,80612,VAST_0600-06
80611,80613,VAST_0714+06
80618,80619,VAST_0600+00
80618,80620,VAST_0624-06
80618,80621,VAST_0739+00
80618,80622,VAST_0739-06
80618,80623,VAST_0804-06
80618,80624,VAST_0943-06
80618,80625,VAST_1021-31
80618,80626,VAST_1012-37
80618,80627,VAST_1033-06
80618,80628,VAST_1057+00
80697,80698,VAST_0445-06
80707,80708,VAST_1057-06
80707,80709,VAST_1326+00
80707,80710,VAST_1122+00
80707,80712,VAST_1416+00
80707,80713,VAST_1441+06
80740,80741,VAST_0535-06
80740,80742,VAST_0600+06
80740,80743,VAST_0538-31
80740,80744,VAST_0537-37
80771,80772,VAST_1036-43
80782,80783,VAST_0354-43
80782,80784,VAST_0534-43
80782,80785,VAST_0501-43
80782,80786,VAST_0506-37
80803,80804,VAST_0405-37
80803,80805,VAST_0532-50
80803,80806,VAST_0517-56
80905,80906,VAST_0414-31
80912,80914,VAST_1800-06
80937,80938,VAST_0510-31
80937,80939,VAST_0455-50
80937,80940,VAST_0420+06
80937,80941,VAST_0420+00
80961,80962,VAST_0306+06
80961,80963,VAST_0427-43
80961,80964,VAST_0352-56
80985,80986,VAST_0418-50
80994,80995,VAST_1255-50
80994,80997,VAST_1441+00
80994,80998,VAST_1506+06
80994,80999,VAST_1506+00
80994,81001,VAST_1316-37
80994,81013,VAST_1800+00
81027,81028,VAST_0241+00
81027,81029,VAST_0306-06
81027,81030,VAST_0331-06
81027,81031,VAST_0317-31
81027,81032,VAST_0435-56
81027,81033,VAST_0355+00
81048,81049,VAST_0918+00
81048,81050,VAST_1043-37
81048,81051,VAST_1122-06
81048,81052,VAST_0943+06
81059,81060,VAST_1302-06
81059,81061,VAST_1347-37
81059,81062,VAST_1326-06
81059,81063,VAST_1351-06
81059,81064,VAST_1416-06
81059,81065,VAST_1357-43
81248,81233,VAST_1008+06
81248,81234,VAST_1332-50
81248,81249,VAST_1506-06
81271,81272,VAST_1033+06
81287,81288,VAST_1914-06
81287,81289,VAST_2053+06
81287,81290,VAST_2053+00
81287,81291,VAST_2126-37
81287,81292,VAST_2042-31
81287,81294,VAST_2208+06
81287,81295,VAST_2233+06
81287,81296,VAST_2257+00
81319,81320,VAST_1939+06
81319,81322,VAST_1939+00
81319,81323,VAST_2028-06
81319,81324,VAST_1939-06
81319,81325,VAST_2004+00
81327,81329,VAST_2208+00
81327,81330,VAST_2004+06
81327,81331,VAST_2257+06
81350,81351,VAST_2004-06
81350,81352,VAST_2025-37
81350,81353,VAST_2028+00
81350,81354,VAST_2053-06
81350,81355,VAST_2118+00
81350,81356,VAST_2118+06
81350,81358,VAST_2143+06
81350,81359,VAST_2233+00
81350,81360,VAST_2118-06
