cal_sbid,sbid,field
45670,45660,VAST_0950-50
45670,45661,VAST_1056-56
45670,45662,VAST_1135-62
45670,45663,VAST_1224-62
45670,45664,VAST_1314-62
45670,45665,VAST_1404-62
45670,45666,VAST_1428-56
45670,45667,VAST_1453-62
45670,45669,VAST_1510-56
45670,45671,VAST_1718-43
45670,45672,VAST_1721-37
45670,45673,VAST_1724-31
45670,45674,VAST_1739-25
45670,45675,VAST_1806-25
45670,45676,VAST_1819-18
45670,45677,VAST_1831-12
45670,45678,VAST_1806-12
45670,45679,VAST_1753-18
45670,45680,VAST_1752-31
45670,45702,VAST_0127-73
45670,45719,VAST_0530-68
45670,45725,VAST_0709-12
45670,45726,VAST_0734-12
45670,45727,VAST_0725-18
45670,45728,VAST_0741-25
45670,45729,VAST_0809-25
45670,45730,VAST_0751-18
45670,45731,VAST_0800-31
45670,45732,VAST_0828-31
45670,45733,VAST_0840-37
45670,45734,VAST_0810-37
45670,45735,VAST_0822-43
45670,45736,VAST_0855-43
45670,45737,VAST_0913-50
45670,45738,VAST_0931-56
45670,45739,VAST_1014-56
45670,45740,VAST_1045-62
46351,45943,VAST_0530-68
46351,45951,VAST_0709-12
46351,45954,VAST_0751-18
46351,45955,VAST_0741-25
46351,45956,VAST_0809-25
46351,45957,VAST_0800-31
46351,45958,VAST_0828-31
46351,45959,VAST_0840-37
46351,45960,VAST_0810-37
46351,45961,VAST_0822-43
46351,45962,VAST_0855-43
46351,45963,VAST_0913-50
46351,45964,VAST_0950-50
46351,45965,VAST_0931-56
46351,45966,VAST_1014-56
46351,45967,VAST_1045-62
46351,45968,VAST_1056-56
46351,45970,VAST_1135-62
46351,45974,VAST_1224-62
46351,45977,VAST_1314-62
46351,45980,VAST_1404-62
46351,45989,VAST_1552-56
46351,45991,VAST_1600-50
46351,45993,VAST_1636-50
46351,45995,VAST_1644-43
46351,45997,VAST_1651-37
46351,46017,VAST_0127-73
46351,46038,VAST_1428-56
46351,46041,VAST_1453-62
46351,46042,VAST_1510-56
46351,46045,VAST_1552-56
46351,46046,VAST_1600-50
46351,46048,VAST_1636-50
46351,46049,VAST_1644-43
46351,46050,VAST_1651-37
46351,46051,VAST_1724-31
46351,46052,VAST_1721-37
46351,46053,VAST_1718-43
46351,46054,VAST_1752-31
46351,46055,VAST_1806-25
46351,46056,VAST_1819-18
46351,46057,VAST_1831-12
46351,46058,VAST_1806-12
46351,46059,VAST_1753-18
46801,46782,VAST_0809-25
46801,46783,VAST_0828-31
46801,46784,VAST_0840-37
46801,46785,VAST_0855-43
46801,46786,VAST_0913-50
46801,46787,VAST_0950-50
46801,46788,VAST_0931-56
46801,46789,VAST_1014-56
46801,46791,VAST_1056-56
46801,46792,VAST_1135-62
46801,46793,VAST_1224-62
46801,46794,VAST_1314-62
46801,46795,VAST_1404-62
46801,46796,VAST_1428-56
46801,46797,VAST_1453-62
46801,46798,VAST_1510-56
46801,46802,VAST_1718-43
46801,46803,VAST_1721-37
46801,46804,VAST_1724-31
46801,46805,VAST_1806-12
46801,46806,VAST_1831-12
46801,46807,VAST_1651-37
46801,46808,VAST_1644-43
46801,46809,VAST_1636-50
46801,46837,VAST_0127-73
46801,46852,VAST_0530-68
46801,46858,VAST_0709-12
46801,46859,VAST_0725-18
46801,46860,VAST_0734-12
46801,46861,VAST_0751-18
46801,46862,VAST_0741-25
46801,46863,VAST_0800-31
46801,46864,VAST_0810-37
46801,46865,VAST_0822-43
46801,46872,VAST_1045-62
46801,46894,VAST_1600-50
46801,46895,VAST_1552-56
47128,46997,VAST_0840-37
47128,47005,VAST_1045-62
47128,47018,VAST_1600-50
47128,47019,VAST_1552-56
47128,47022,VAST_1651-37
47128,47023,VAST_1644-43
47032,47035,VAST_0741-25
47032,47036,VAST_0809-25
47032,47037,VAST_0751-18
47032,47038,VAST_0800-31
47032,47039,VAST_0828-31
47032,47040,VAST_0840-37
47032,47041,VAST_0855-43
47032,47042,VAST_0913-50
47032,47043,VAST_0950-50
47032,47044,VAST_0931-56
47032,47045,VAST_1014-56
47032,47046,VAST_1056-56
47032,47047,VAST_1045-62
47032,47048,VAST_1135-62
47032,47049,VAST_1224-62
47032,47050,VAST_1314-62
47032,47052,VAST_1404-62
47032,47054,VAST_1428-56
47032,47056,VAST_1453-62
47032,47057,VAST_1510-56
47032,47060,VAST_1718-43
47032,47061,VAST_1721-37
47032,47062,VAST_1739-25
47032,47063,VAST_1806-25
47032,47064,VAST_1819-18
47032,47065,VAST_1831-12
47032,47066,VAST_1806-12
47032,47067,VAST_1753-18
47032,47068,VAST_1752-31
47032,47069,VAST_1724-31
47032,47092,VAST_0127-73
47032,47109,VAST_0530-68
47032,47115,VAST_0709-12
47032,47116,VAST_0734-12
47032,47117,VAST_0725-18
47032,47119,VAST_0810-37
47128,47120,VAST_0822-43
47128,47193,VAST_0127-73
47128,47198,VAST_0530-68
47128,47206,VAST_0709-12
47128,47207,VAST_0734-12
47128,47208,VAST_0725-18
47128,47209,VAST_0741-25
47128,47210,VAST_0809-25
47128,47211,VAST_0751-18
47128,47212,VAST_0800-31
47128,47213,VAST_0828-31
47128,47214,VAST_0840-37
47128,47215,VAST_0810-37
47128,47216,VAST_0822-43
47128,47217,VAST_0855-43
