cal_sbid,sbid,field
45537,45535,VAST_1600-50A
45537,45536,VAST_1600-50A
45537,45538,VAST_1806-25A
45537,45539,VAST_1819-18A
45537,45540,VAST_1831-12A
45537,45541,VAST_1806-12A
45537,45542,VAST_1753-18A
45537,45543,VAST_1739-25A
45537,45544,VAST_1752-31A
45537,45555,VAST_0127-73A
45537,45563,VAST_0530-68A
45537,45567,VAST_0709-12A
45537,45568,VAST_0734-12A
45537,45569,VAST_0741-25A
45537,45570,VAST_0809-25A
45537,45571,VAST_0751-18A
45537,45572,VAST_0725-18A
45537,45573,VAST_0800-31A
45537,45574,VAST_0828-31A
45537,45575,VAST_0840-37A
45537,45576,VAST_0810-37A
45537,45577,VAST_0822-43A
45537,45578,VAST_0855-43A
45537,45579,VAST_0913-50A
45537,45580,VAST_0950-50A
45537,45581,VAST_0931-56A
45537,45582,VAST_1014-56A
45537,45583,VAST_1056-56A
45537,45584,VAST_1045-62A
45537,45585,VAST_1135-62A
45537,45587,VAST_1224-62A
