INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY
0,1,VAST_1724-31A,10338,0,10339,IMAGED,17 24 42,-31 23 15,261.17499999999995,-31.3875,355.49240032214743,2.4780838775001777,-45.0,5079124931.051903,736.5427193920898,736.5427200000001,36,5087836238.387,136788112,15.520179062088648,10.893356593627319,-87.8078882282269,-0.0563751682639122,3.588130235671997,375.4430847167969,346.2274363126999,869.3435759726083,220.36282348632812,36457.02734375,5087848681.0,4819
1,2,VAST_1739-25A,10342,17,10339,IMAGED,17 39 37,-25 07 47,264.9041666666666,-25.129722222222224,2.535972355972589,3.1385279675634505,-45.0,5079154581.873022,736.5427203457641,736.5427200000001,36,5087853194.712,136742843,35.911516322557695,9.838403616393864,-74.8458022683392,-0.1280340552330017,3.2960774898529053,381.6256408691406,347.397435049853,1031.59665368468,221.84176635742188,68444.78125,5087861116.0,4372
2,3,VAST_1752-31A,10338,1,10339,IMAGED,17 52 56,-31 23 15,268.2333333333333,-31.3875,358.70968442203673,-2.61597901525095,-45.0,5079125667.594623,756.4492793362426,756.44928,36,5087836611.186,136757312,16.425250384252067,10.849721478672492,-89.8488078192891,-0.08588583767414093,2.2688963413238525,373.4851379394531,326.92619160217936,1898.6715591411244,231.8239288330078,80810.8671875,5087853811.0,4691
3,4,VAST_1806-25A,10342,0,10339,IMAGED,18 06 48,-25 07 47,271.7,-25.129722222222224,5.662560386844779,-2.1603949649513488,-45.0,5079141085.225343,836.075519112854,836.0755200000001,36,5087853354.806999,136776969,12.423149107957979,11.018842939818107,70.8237896313239,-0.03454142436385155,3.041163206100464,368.6542053222656,345.1666827973643,507.2272547114684,224.1036376953125,37031.26953125,5087861577.0,4743
4,5,VAST_2004+00A,10342,1,10339,IMAGED,20 04 08,+00 00 00,301.0333333333333,0.0,41.44528129119489,-16.116333191144783,-45.0,5079141921.300862,746.4959998410034,746.4960000000001,36,5087853424.125,136802530,13.90589627281668,11.720306387025863,83.4748934170735,-0.0204393919557333,2.879347801208496,297.04315185546875,281.92597405125787,84.5286752193486,197.8765106201172,936.191162109375,5087861440.0,5332
5,6,VAST_2018-50A,10338,2,10339,IMAGED,20 18 28,-50 05 45,304.6166666666667,-50.09583333333334,348.9849908502579,-34.15428665454203,-45.0,5079126424.043902,736.5427203457641,736.5427200000001,36,5087838938.359,136770692,27.687597314401692,10.6831205338824,80.7669861061421,-0.017248202115297318,1.7760089635849,273.5243225097656,261.48043646944774,83.94291113702201,172.29147338867188,1166.5745849609375,5087855011.0,5314
6,7,VAST_2039-43A,10342,23,10339,IMAGED,20 39 04,-43 52 21,309.7666666666666,-43.8725,356.87348168065995,-37.32721851633524,-45.0,5079159060.849022,746.4960007946777,746.4960000000001,36,5087853743.578,136775779,16.709764158062963,10.638281562063227,81.8959745974265,-0.012610232457518578,1.7364881038665771,219.74783325195312,208.95969528130746,65.62287226710592,147.82904052734375,827.9765014648438,5087862417.0,6223
7,8,VAST_2053+00A,10342,2,10339,IMAGED,20 53 48,+00 00 00,313.44999999999993,0.0,48.018335761633324,-26.93080127530866,-45.0,5079142667.796863,736.5427193920898,736.5427200000001,36,5087853744.815001,136810990,14.701618233753695,12.080624208088176,84.6777137028886,-0.009742271155118942,3.384392261505127,269.7649230957031,254.58113680978093,76.29610405232695,187.2162628173828,845.5053100585938,5087862139.0,5103
8,9,VAST_2112-43A,10342,22,10339,IMAGED,21 12 33,-43 52 21,318.13749999999993,-43.8725,356.97045397593854,-43.35858510649258,-45.0,5079158324.306302,736.5427203457641,736.5427200000001,36,5087853780.806,136797869,14.840446102725167,10.90650839032458,72.7967998240593,-0.020651061087846756,1.7247365713119507,222.3944549560547,209.6729718528819,69.4800833965737,148.40589904785156,923.3068237304688,5087863391.0,6456
9,10,VAST_2131-62A,10338,7,10339,IMAGED,21 31 02,-62 29 55,322.75833333333327,-62.49861111111111,331.3623596863993,-41.91810098658467,-45.0,5079130126.6640625,746.4959998410034,746.4960000000001,36,5087852320.723999,136788471,26.511305626121654,10.734696751726007,85.5053352692928,-0.013453186489641666,2.0387401580810547,257.2879638671875,243.27747136247447,82.89747435239354,174.41802978515625,1378.7474365234375,5087860540.0,5713
