cal_sbid,sbid,field
74398,74332,VAST_0714+06
74398,74333,VAST_0739+06
74398,74334,VAST_0804+06
74398,74335,VAST_0804+00
74398,74336,VAST_0853-06
74398,74337,VAST_0918-06
74398,74338,VAST_1057+06
74398,74339,VAST_1147+06
74398,74340,VAST_1212+06
74398,74341,VAST_1049-31
74398,74342,VAST_1145-31
74398,74343,VAST_1117-31
74398,74344,VAST_1141-50
74398,74345,VAST_1215-37
74398,74346,VAST_1212+00
74398,74347,VAST_1237+06
74398,74348,VAST_1302+06
74398,74349,VAST_1326+06
74398,74350,VAST_1214-31
74398,74351,VAST_1242-31
74398,74352,VAST_1245-37
74398,74357,VAST_1555+06
74398,74358,VAST_1620+06
74398,74362,VAST_0216+00
74398,74363,VAST_0331+06
74398,74364,VAST_0331+00
74398,74365,VAST_0355-06
74398,74366,VAST_0420-06
74398,74367,VAST_0445+00
74398,74368,VAST_0445+06
74398,74369,VAST_0510+06
74398,74370,VAST_0510+00
74398,74371,VAST_0510-06
74398,74372,VAST_0535+00
74398,74373,VAST_0535+06
74398,74374,VAST_0600+06
74398,74375,VAST_0600+00
74398,74376,VAST_0600-06
74398,74377,VAST_0624-06
74398,74378,VAST_0739+00
74398,74379,VAST_0739-06
74398,74380,VAST_0804-06
74547,74495,VAST_0943+00
74547,74496,VAST_1008+00
74547,74497,VAST_1008-06
74547,74498,VAST_1033+00
74547,74499,VAST_1122+06
74547,74500,VAST_1147+00
74547,74501,VAST_1144-37
74547,74502,VAST_1302+00
74547,74503,VAST_1351+06
74547,74504,VAST_1338-31
74547,74505,VAST_1323-43
74547,74506,VAST_1441-06
74547,74507,VAST_1326+00
74547,74508,VAST_1351+00
74547,74509,VAST_1416+06
74547,74510,VAST_1555+00
74547,74511,VAST_1555-06
74547,74512,VAST_1620+00
74547,74513,VAST_1620-06
74547,74514,VAST_1645-06
74547,74518,VAST_0102+00
74547,74519,VAST_0126+00
74547,74520,VAST_0151+00
74547,74521,VAST_0306+06
74547,74522,VAST_0317-31
74547,74523,VAST_0414-31
74547,74524,VAST_0345-31
74547,74525,VAST_0405-37
74547,74526,VAST_0354-43
74547,74527,VAST_0427-43
74547,74528,VAST_0435-37
74547,74529,VAST_0506-37
74547,74530,VAST_0442-31
74547,74531,VAST_0445-06
74547,74532,VAST_0535-06
74547,74533,VAST_0510-31
74547,74534,VAST_0501-43
74547,74535,VAST_0534-43
74547,74536,VAST_0537-37
74547,74537,VAST_0538-31
74547,74539,VAST_1057+00
74547,74540,VAST_1122+00
74547,74541,VAST_1143-43
74547,74542,VAST_1216-43
74547,74543,VAST_1218-50
74547,74546,VAST_1914-06
74547,74548,VAST_2208+06
74547,74550,VAST_2233+06
74547,74551,VAST_2257+00
74547,74552,VAST_2322-06
74547,74553,VAST_2053+06
74547,74554,VAST_2347+06
74547,74555,VAST_2347+00
74547,74556,VAST_2347-06
74547,74557,VAST_0012+00
74547,74558,VAST_0012+06
74547,74559,VAST_0037+06
74547,74560,VAST_0037+00
74547,74561,VAST_0037-06
74547,74562,VAST_0102+06
74547,74563,VAST_0102-06
74547,74564,VAST_0101-37
74547,74565,VAST_0124-31
74547,74566,VAST_0241-06
74547,74567,VAST_0054-25
74547,74568,VAST_0241+00
74547,74569,VAST_0306-06
74589,74579,VAST_1021-31
74589,74580,VAST_1043-37
74589,74581,VAST_1114-37
74589,74582,VAST_1057-06
74589,74583,VAST_1250-43
74589,74584,VAST_1109-43
74589,74585,VAST_1416+00
74589,74586,VAST_1147-06
74589,74587,VAST_1212-06
74589,74588,VAST_1237-06
74589,74590,VAST_1441+00
74589,74591,VAST_1506+06
74589,74592,VAST_1800+00
74589,74596,VAST_0331-06
74589,74597,VAST_0455-50
74589,74598,VAST_0420+06
74589,74599,VAST_0532-50
74589,74600,VAST_0352-56
74589,74601,VAST_0418-50
74589,74602,VAST_0435-56
74589,74603,VAST_0420+00
74589,74604,VAST_0517-56
74589,74606,VAST_1033-06
74589,74607,VAST_1012-37
74589,74608,VAST_1036-43
74589,74609,VAST_1122-06
74589,74610,VAST_1255-50
74589,74611,VAST_1316-37
74589,74612,VAST_1310-31
74589,74613,VAST_1302-06
74589,74615,VAST_1441+06
74589,74616,VAST_1506+00
74589,74618,VAST_0241+06
74589,74619,VAST_0306+00
74589,74620,VAST_0320-43
74589,74621,VAST_0334-37
74589,74622,VAST_0341-50
74589,74623,VAST_0304-50
74589,74625,VAST_0943-06
74589,74626,VAST_1033+06
74760,74694,VAST_2303-31
74760,74695,VAST_0000-50
74760,74696,VAST_0021-56
74760,74697,VAST_0036-50
74760,74698,VAST_0028-31
74760,74699,VAST_0056-31
74760,74700,VAST_0126-06
74760,74701,VAST_0126+06
74760,74702,VAST_0152-31
74760,74703,VAST_0202-37
74760,74704,VAST_0221-31
74760,74705,VAST_0233-37
74760,74706,VAST_0249-31
74760,74707,VAST_0303-37
74760,74708,VAST_0247-43
74760,74709,VAST_0310-56
74760,74710,VAST_0355+00
74760,74711,VAST_0355+06
74760,74714,VAST_1824+06
74760,74715,VAST_1645+06
74760,74716,VAST_1645+00
74760,74717,VAST_1939+06
74760,74718,VAST_1939+00
74760,74719,VAST_1939-06
74760,74720,VAST_2004+00
74760,74721,VAST_2028-06
74760,74722,VAST_2042-31
74760,74723,VAST_2053+00
74760,74724,VAST_2004+06
74760,74725,VAST_2118+06
74760,74726,VAST_2118+00
74760,74727,VAST_2118-06
74760,74728,VAST_2143+06
74760,74729,VAST_2143+00
74760,74730,VAST_2208+00
74760,74731,VAST_2233+00
74760,74732,VAST_2257+06
74760,74733,VAST_2126-37
74760,74734,VAST_2138-31
74760,74735,VAST_2322+06
74760,74736,VAST_2207-31
74760,74737,VAST_2253-43
74760,74738,VAST_2326-43
74760,74739,VAST_0030-37
74760,74740,VAST_2228-37
74760,74741,VAST_2256-56
74760,74742,VAST_2323-50
74760,74743,VAST_0131-37
74760,74744,VAST_2338-56
74760,74745,VAST_0033-43
74760,74746,VAST_0106-43
74760,74747,VAST_0113-50
74760,74748,VAST_0140-43
74760,74749,VAST_0150-50
74760,74750,VAST_0216-06
74760,74751,VAST_0213-43
74760,74752,VAST_0145-56
74760,74753,VAST_0227-50
74760,74754,VAST_0228-56
74760,74755,VAST_0151+06
74760,74756,VAST_0216+06
74760,74758,VAST_1347-37
74760,74761,VAST_1710-06
74760,74762,VAST_1710+00
74760,74763,VAST_2007-56
74760,74764,VAST_2005-43
74760,74765,VAST_2004-06
74760,74766,VAST_2053-06
74760,74767,VAST_2028+00
74760,74768,VAST_2112-43
74760,74769,VAST_2132-50
74760,74770,VAST_2146-43
74760,74771,VAST_2131-56
74760,74772,VAST_2157-37
74760,74773,VAST_2014-31
74760,74774,VAST_2235-31
74760,74775,VAST_2258-37
74760,74776,VAST_2025-37
74760,74777,VAST_2322+00
74760,74778,VAST_2331-31
74760,74779,VAST_2329-37
74760,74780,VAST_0000-31
74760,74781,VAST_0000-37
74760,74782,VAST_0012-06
74760,74783,VAST_2359-43
74760,74784,VAST_0103-56
74760,74785,VAST_2246-50
74760,74786,VAST_2257-06
