cal_sbid,sbid,field
67560,67539,VAST_0012-06
67560,67540,VAST_0000-31
67560,67541,VAST_0103-56
67560,67542,VAST_0127-73
67560,67545,VAST_0355+06
67560,67546,VAST_0355+00
67560,67550,VAST_0530-68
67560,67562,VAST_1914+00
67560,67563,VAST_1914+06
67560,67564,VAST_1922+12
67560,67565,VAST_2208-06
67560,67566,VAST_2219-43
67560,67567,VAST_2233-06
67560,67568,VAST_2235-31
67560,67569,VAST_2258-37
67560,67570,VAST_2246-50
67560,67571,VAST_2329-37
67560,67572,VAST_2331-31
67560,67573,VAST_0000-37
67560,67574,VAST_2359-43
67560,67575,VAST_2157-37
67560,67576,VAST_2209-50
67560,67577,VAST_2214-56
67560,67578,VAST_2257+00
67560,67579,VAST_2257-06
67560,67580,VAST_2322+00
67760,67744,VAST_0151-06
67923,67896,VAST_0822-43
67923,67897,VAST_0913-50
67923,67898,VAST_0931-56
67923,67899,VAST_0943+06
67923,67901,VAST_1008+06
67923,67902,VAST_1014-56
67923,67903,VAST_1045-62
67923,67904,VAST_1056-56
67923,67905,VAST_1033+06
67923,67906,VAST_1135-62
67923,67910,VAST_1224-62
67923,67913,VAST_1314-62
67923,67915,VAST_1351-06
67923,67916,VAST_1404-62
67923,67917,VAST_1428-56
67923,67919,VAST_1453-62
67923,67920,VAST_1510-56
67923,67924,VAST_1710+00
67923,67925,VAST_1651-37
67923,67926,VAST_1644-43
67923,67927,VAST_1636-50
67923,67928,VAST_1718-43
67923,67929,VAST_1800+06
67923,67930,VAST_1645+00
67923,67931,VAST_1739-25
67923,67932,VAST_1710-06
67923,67933,VAST_1753-18
67923,67934,VAST_1806-12
67923,67935,VAST_1806-25
67923,67936,VAST_1849-06
67923,67937,VAST_1824+00
67923,67938,VAST_1856+12
67923,67939,VAST_1938+18
67923,67940,VAST_1912+18
67923,67941,VAST_1955+25
