cal_sbid,sbid,field
55235,55234,VAST_1552-56
55235,55236,VAST_1819-18
55235,55237,VAST_1831-12
55235,55248,VAST_0530-68
55235,55249,VAST_0709-12
55235,55250,VAST_0734-12
55235,55251,VAST_0725-18
55235,55252,VAST_0751-18
55235,55253,VAST_0809-25
55235,55254,VAST_0828-31
55235,55255,VAST_0800-31
55235,55256,VAST_0810-37
55235,55257,VAST_0822-43
55235,55258,VAST_0741-25
55235,55259,VAST_0840-37
55235,55260,VAST_0855-43
55235,55261,VAST_0913-50
55235,55262,VAST_0931-56
55235,55263,VAST_0950-50
55235,55264,VAST_1014-56
55235,55265,VAST_1056-56
55235,55266,VAST_1045-62
55235,55267,VAST_1135-62
55235,55268,VAST_1224-62
55309,55308,VAST_1314-62
55309,55310,VAST_1510-56
55309,55312,VAST_1721-37
55309,55313,VAST_1644-43
55309,55314,VAST_1718-43
55309,55315,VAST_1753-18
55309,55316,VAST_1806-12
55309,55317,VAST_1752-31
55357,55356,VAST_1651-37
55458,55390,VAST_0127-73
55458,55401,VAST_1404-62
55458,55402,VAST_1428-56
55458,55404,VAST_1453-62
55458,55417,VAST_0054-25
55458,55456,VAST_1600-50
55458,55511,VAST_1636-50
