cal_sbid,sbid,field
75310,75311,VAST_0216+00
75310,75313,VAST_0331+06
75310,75314,VAST_0331+00
75310,75315,VAST_0355-06
75310,75317,VAST_0420-06
75310,75319,VAST_0445+06
75310,75320,VAST_0445+00
75310,75321,VAST_0510+06
75310,75322,VAST_0510+00
75310,75323,VAST_0510-06
75310,75324,VAST_0535+00
76036,76037,VAST_1555+06
76036,76038,VAST_1620+06
76071,76047,VAST_0714+06
76071,76048,VAST_0739+06
76071,76049,VAST_0804+06
76071,76050,VAST_0804+00
76071,76051,VAST_0853-06
76071,76052,VAST_0918-06
76071,76053,VAST_1057+06
76071,76054,VAST_1049-31
76071,76055,VAST_1117-31
76071,76056,VAST_1145-31
76071,76057,VAST_1147+06
76071,76058,VAST_1212+06
76071,76059,VAST_1212+00
76071,76060,VAST_1237+06
76071,76062,VAST_1141-50
76071,76063,VAST_1215-37
76071,76064,VAST_1214-31
76071,76065,VAST_1245-37
76071,76066,VAST_1242-31
76071,76067,VAST_1302+06
76071,76068,VAST_1326+06
76071,76069,VAST_1302+00
76071,76070,VAST_1326+00
76071,76072,VAST_1555-06
76071,76073,VAST_1555+00
76071,76074,VAST_1620+00
76071,76075,VAST_1620-06
76071,76076,VAST_1645-06
76092,76093,VAST_0943+00
76092,76094,VAST_1008+00
76092,76095,VAST_1008-06
76092,76096,VAST_1033+00
76092,76097,VAST_1122+06
76092,76098,VAST_1147+00
76092,76099,VAST_1144-37
76092,76100,VAST_1323-43
76092,76101,VAST_1338-31
76092,76102,VAST_1351+00
76092,76103,VAST_1351+06
76092,76104,VAST_1416+06
76092,76105,VAST_1441-06
76111,76112,VAST_0600+06
76111,76113,VAST_0535+06
76111,76114,VAST_0600+00
76111,76115,VAST_0600-06
76111,76116,VAST_0624-06
76111,76117,VAST_0739+00
76111,76118,VAST_0739-06
76111,76119,VAST_0804-06
76136,76137,VAST_1057+00
76136,76138,VAST_1122+00
76136,76139,VAST_1143-43
76136,76140,VAST_1216-43
76136,76141,VAST_1218-50
76136,76142,VAST_1109-43
76136,76143,VAST_1114-37
76136,76144,VAST_1147-06
76136,76145,VAST_1212-06
76136,76146,VAST_1237-06
76136,76147,VAST_1250-43
76136,76148,VAST_1416+00
76136,76149,VAST_1441+00
76136,76150,VAST_1506+06
76136,76151,VAST_1302-06
76136,76152,VAST_1310-31
76136,76153,VAST_1441+06
76136,76154,VAST_1506+00
76159,76160,VAST_0102+00
76159,76161,VAST_0126+00
76159,76162,VAST_0151+00
76159,76163,VAST_0306+06
76159,76164,VAST_0345-31
76159,76165,VAST_0317-31
76159,76166,VAST_0414-31
76159,76167,VAST_0405-37
76159,76168,VAST_0354-43
76159,76169,VAST_0427-43
76159,76170,VAST_0435-37
76159,76171,VAST_0445-06
76159,76172,VAST_0535-06
76159,76173,VAST_0506-37
76159,76174,VAST_0442-31
76159,76175,VAST_0501-43
76159,76176,VAST_0510-31
76159,76177,VAST_0537-37
76159,76178,VAST_0538-31
76159,76179,VAST_0534-43
76159,76180,VAST_0532-50
76189,76190,VAST_1914-06
76189,76191,VAST_2053+06
76197,76198,VAST_1021-31
76197,76199,VAST_1057-06
76197,76201,VAST_1255-50
76197,76202,VAST_1316-37
76232,76233,VAST_0054-25
76232,76234,VAST_0241-06
76232,76235,VAST_0241+00
76232,76236,VAST_0306-06
76232,76237,VAST_0331-06
76232,76238,VAST_0420+06
76232,76239,VAST_0420+00
76232,76240,VAST_0352-56
76232,76241,VAST_0418-50
76232,76242,VAST_0435-56
76232,76243,VAST_0455-50
76232,76244,VAST_0517-56
76252,76253,VAST_1800+00
76262,76263,VAST_0241+06
76262,76264,VAST_0320-43
76262,76265,VAST_0334-37
76262,76266,VAST_0341-50
76284,76280,VAST_0943-06
76299,76300,VAST_0124-31
76299,76301,VAST_0306+00
76299,76302,VAST_0304-50
76342,76343,VAST_1012-37
76342,76344,VAST_1043-37
76342,76345,VAST_1036-43
76342,76346,VAST_1033-06
76342,76347,VAST_1122-06
76419,76420,VAST_2347+06
76419,76421,VAST_0012+06
76419,76422,VAST_0037+06
76419,76423,VAST_0037+00
76419,76424,VAST_0102+06
76419,76425,VAST_0102-06
76575,76576,VAST_0249-31
76632,76633,VAST_0233-37
76632,76634,VAST_0355+06
76632,76635,VAST_0355+00
