cal_sbid,sbid,field
50392,50361,VAST_0709-12
50392,50362,VAST_0734-12
50392,50363,VAST_0725-18
50392,50364,VAST_0741-25
50392,50365,VAST_0751-18
50392,50366,VAST_0800-31
50392,50367,VAST_0809-25
50392,50368,VAST_0810-37
50392,50369,VAST_0822-43
50392,50370,VAST_0828-31
50392,50371,VAST_0840-37
50392,50372,VAST_0855-43
50392,50373,VAST_0913-50
50392,50374,VAST_0931-56
50392,50375,VAST_0950-50
50392,50376,VAST_1135-62
50392,50377,VAST_1224-62
50392,50378,VAST_1314-62
50392,50379,VAST_1404-62
50392,50380,VAST_1428-56
50392,50381,VAST_1453-62
50392,50382,VAST_1510-56
50392,50383,VAST_1552-56
50392,50384,VAST_1600-50
50392,50385,VAST_1636-50
50392,50386,VAST_1644-43
50392,50387,VAST_1651-37
50392,50388,VAST_1718-43
50392,50389,VAST_1721-37
50392,50390,VAST_1806-12
50392,50391,VAST_1831-12
50392,50403,VAST_1014-56
50392,50404,VAST_1045-62
50392,50405,VAST_1056-56
50392,50406,VAST_1819-18
50392,50407,VAST_0127-73
50392,50408,VAST_0530-68
