cal_sbid,sbid,field
32300,32262,VAST_2234-04
32300,32263,VAST_2255-04
32300,32264,VAST_0021+00
32300,32265,VAST_0042+00
32300,32266,VAST_0104+00
32300,32267,VAST_0125+00
32300,32268,VAST_0147+00
32300,32269,VAST_0208+00
32300,32270,VAST_0230+00
32300,32271,VAST_0251+00
32300,32272,VAST_0313+00
32300,32273,VAST_0334+00
32300,32274,VAST_0356+00
32300,32275,VAST_0356-04
32300,32277,VAST_0313-04
32300,32278,VAST_0334-04
32300,32281,VAST_0352-64
32300,32282,VAST_0438-64
32300,32285,VAST_0525-64
32300,32286,VAST_0559-69
32300,32310,VAST_1724-28
32300,32316,VAST_2046+00
32300,32318,VAST_2003+00
32300,32319,VAST_2025+00
32300,32320,VAST_2025-04
32300,32321,VAST_2046-04
32300,32322,VAST_2108-04
32300,32323,VAST_2108+00
32300,32324,VAST_2129+00
32300,32325,VAST_2151+00
32300,32326,VAST_2212+00
32300,32327,VAST_2234+00
32300,32328,VAST_2255+00
32300,32329,VAST_2317+00
32300,32330,VAST_2338+00
32300,32331,VAST_2338-04
32300,32332,VAST_2317-04
32300,32333,VAST_0125-04
32300,32334,VAST_2250-41
32300,32335,VAST_2306-55
32300,32336,VAST_0113-72
32300,32337,VAST_0147-04
32300,32338,VAST_0208-04
32300,32339,VAST_0230-04
32300,32340,VAST_0251-04
32300,32342,VAST_0504-69
32367,32363,VAST_1731-23
32367,32364,VAST_1731-23
32367,32366,VAST_1754-23
32367,32368,VAST_2034-60
32367,32369,VAST_2042-55
32367,32370,VAST_2059-51
32367,32371,VAST_2114-46
32367,32372,VAST_2127-41
32367,32373,VAST_2155-41
32367,32374,VAST_2223-41
32367,32375,VAST_2214-46
32367,32376,VAST_2244-46
32367,32377,VAST_2238-51
32367,32378,VAST_2230-55
32367,32379,VAST_2237-60
32367,32380,VAST_2359-04
32367,32381,VAST_2359+00
32367,32382,VAST_0021-04
32367,32383,VAST_0042-04
32367,32385,VAST_0104-04
32432,32433,VAST_2054-64
32432,32435,VAST_2151-04
32432,32436,VAST_2212-04
32432,32437,VAST_2129-04
32432,32438,VAST_2144-46
32432,32439,VAST_2205-51
32432,32440,VAST_2154-55
32432,32441,VAST_2227-64
32432,32463,VAST_2003-04
32432,32465,VAST_2004-41
32432,32466,VAST_2032-41
32432,32467,VAST_2059-41
32432,32468,VAST_2044-46
32432,32469,VAST_2014-46
32432,32470,VAST_2027-51
32432,32471,VAST_2006-55
32432,32472,VAST_2118-55
32432,32473,VAST_2132-51
32432,32474,VAST_2115-60
32432,32475,VAST_2156-60
32432,32476,VAST_2140-64
32499,32502,VAST_1812-28
32499,32503,VAST_1800-32
32499,32504,VAST_1735-32
32499,32505,VAST_1748-28
32499,32506,VAST_1724-28
32499,32507,VAST_1748-18
