cal_sbid,sbid,field
50794,50753,VAST_1056-56
50794,50754,VAST_1045-62
50794,50755,VAST_1135-62
50794,50760,VAST_1224-62
50794,50761,VAST_1141-50
50794,50762,VAST_1216-43
50794,50763,VAST_1215-37
50794,50764,VAST_1242-31
50794,50765,VAST_1245-37
50794,50766,VAST_1250-43
50794,50767,VAST_1310-31
50794,50768,VAST_1316-37
50794,50769,VAST_1338-31
50794,50770,VAST_1347-37
50794,50771,VAST_1357-43
50794,50772,VAST_1506-06
50794,50773,VAST_1531-06
50794,50774,VAST_1555-06
50794,50775,VAST_1739-25
50794,50776,VAST_1620-06
50794,50777,VAST_1620+00
50794,50778,VAST_1645-06
50794,50779,VAST_1710-06
50794,50780,VAST_1800+06
50794,50781,VAST_1800-06
50794,50782,VAST_1824+06
50794,50788,VAST_0822-43
50794,50789,VAST_0828-31
50794,50790,VAST_0855-43
50794,50791,VAST_0913-50
50794,50792,VAST_0931-56
50794,50800,VAST_0530-68
50842,50801,VAST_0334-37
50842,50802,VAST_0345-31
50842,50803,VAST_0355-06
50842,50804,VAST_0420+00
50842,50805,VAST_0709-12
50842,50806,VAST_0725-18
50842,50807,VAST_0734-12
50842,50808,VAST_0741-25
50842,50809,VAST_0809-25
50842,50810,VAST_0751-18
50842,50811,VAST_0840-37
50842,50812,VAST_0800-31
50842,50813,VAST_0810-37
50842,50814,VAST_0714+06
50842,50815,VAST_0739+06
50842,50816,VAST_0950-50
50842,50817,VAST_0739-06
50842,50818,VAST_1014-56
50842,50819,VAST_0739+00
50842,50820,VAST_0804+06
50842,50821,VAST_0828+06
50842,50822,VAST_0828+00
50842,50823,VAST_0853+06
50842,50824,VAST_0853+00
50842,50825,VAST_0918+00
50842,50826,VAST_0918-06
50842,50827,VAST_0943+00
50842,50828,VAST_0943-06
50842,50829,VAST_1008-06
50842,50830,VAST_1033-06
50842,50831,VAST_1057-06
50842,50832,VAST_1049-31
50842,50833,VAST_1117-31
50842,50834,VAST_1114-37
50842,50835,VAST_1145-31
50842,50836,VAST_1144-37
50842,50837,VAST_1143-43
50842,50838,VAST_1214-31
50842,50839,VAST_1218-50
50842,50840,VAST_1255-50
50842,50841,VAST_1323-43
50871,50858,VAST_0804+00
50871,50859,VAST_0804-06
50871,50860,VAST_0828-06
50871,50861,VAST_0853-06
50871,50862,VAST_1021-31
50871,50863,VAST_1012-37
50871,50864,VAST_1036-43
50871,50865,VAST_1043-37
50871,50866,VAST_1109-43
50871,50873,VAST_2005-43
50871,50874,VAST_2014-31
50871,50875,VAST_2004-06
