cal_sbid,sbid,field
77290,77291,VAST_0216+00
77290,77294,VAST_0331+06
77290,77295,VAST_0331+00
77290,77296,VAST_0355-06
77290,77297,VAST_0420-06
77290,77299,VAST_0445+00
77290,77300,VAST_0445+06
77290,77301,VAST_0510+06
77290,77302,VAST_0510+00
77290,77303,VAST_0510-06
77290,77304,VAST_0535+00
77918,77919,VAST_1620+06
77938,77939,VAST_0714+06
77938,77940,VAST_0739+06
77938,77941,VAST_0804+06
77938,77943,VAST_0853-06
77938,77944,VAST_0804+00
77938,77945,VAST_0918-06
77938,77950,VAST_1049-31
77938,77951,VAST_1057+06
77938,77952,VAST_1117-31
77938,77954,VAST_1147+06
77938,77955,VAST_1145-31
77938,77956,VAST_1141-50
77938,77957,VAST_1214-31
77938,77958,VAST_1215-37
77938,77959,VAST_1212+00
77938,77960,VAST_1212+06
77938,77961,VAST_1237+06
77938,77962,VAST_1302+06
77938,77963,VAST_1326+06
77938,77964,VAST_1242-31
77938,77965,VAST_1245-37
77938,77968,VAST_1555+06
77938,77969,VAST_1555+00
77938,77970,VAST_1555-06
77938,77971,VAST_1620+00
77938,77972,VAST_1620-06
77938,77973,VAST_1645-06
77998,77999,VAST_0943+00
77998,78000,VAST_1008+00
77998,78001,VAST_1008-06
77998,78002,VAST_1033+00
77998,78003,VAST_1122+06
77998,78005,VAST_1147+00
77998,78006,VAST_1144-37
77998,78009,VAST_1302+00
77998,78011,VAST_1323-43
77998,78012,VAST_1338-31
77998,78013,VAST_1351+00
77998,78014,VAST_1351+06
77998,78015,VAST_1416+06
77998,78016,VAST_1441-06
78036,78037,VAST_0535+06
78036,78038,VAST_0600+06
78036,78039,VAST_0600+00
78036,78040,VAST_0600-06
78036,78041,VAST_0624-06
78036,78042,VAST_0739+00
78036,78043,VAST_0739-06
78036,78044,VAST_0804-06
78118,78119,VAST_1109-43
78118,78120,VAST_1114-37
78118,78121,VAST_1143-43
78118,78122,VAST_1147-06
78118,78123,VAST_1212-06
78118,78124,VAST_1237-06
78118,78125,VAST_1216-43
78118,78126,VAST_1218-50
78118,78127,VAST_1250-43
78118,78128,VAST_1310-31
78146,78147,VAST_0345-31
78146,78148,VAST_0442-31
78146,78149,VAST_0435-37
78146,78150,VAST_0445-06
78146,78151,VAST_0535-06
78146,78152,VAST_0538-31
78146,78153,VAST_0537-37
78146,78162,VAST_1057+00
78146,78173,VAST_1326+00
78146,78175,VAST_1416+00
78146,78176,VAST_1441+06
78146,78177,VAST_1441+00
78146,78180,VAST_1506+00
78146,78181,VAST_1506+06
78146,78184,VAST_1914-06
78146,78187,VAST_2053+06
78209,78210,VAST_1021-31
78209,78211,VAST_1122+00
78209,78212,VAST_1057-06
78209,78216,VAST_1255-50
78209,78218,VAST_1316-37
78284,78285,VAST_0534-43
78284,78299,VAST_1302-06
78306,78307,VAST_1800+00
78331,78332,VAST_0943-06
78363,78364,VAST_0354-43
78363,78365,VAST_0501-43
78363,78366,VAST_0506-37
78363,78367,VAST_0532-50
78394,78395,VAST_0405-37
78394,78396,VAST_0510-31
78394,78397,VAST_0517-56
78394,78408,VAST_1012-37
78394,78409,VAST_1033-06
78394,78410,VAST_1036-43
78394,78411,VAST_1043-37
78394,78412,VAST_1122-06
78438,78439,VAST_0414-31
78438,78440,VAST_0455-50
78467,78468,VAST_2347+06
78467,78469,VAST_0012+06
78467,78470,VAST_0037+06
78467,78471,VAST_0102+00
78467,78472,VAST_0054-25
78467,78473,VAST_0126+00
78467,78474,VAST_0124-31
78467,78475,VAST_0151+00
78467,78476,VAST_0037+00
78467,78477,VAST_0102+06
78467,78478,VAST_0241+00
78467,78480,VAST_0306+06
78467,78481,VAST_0317-31
78467,78482,VAST_0427-43
78467,78483,VAST_0241-06
78467,78484,VAST_0306-06
78467,78485,VAST_0331-06
78467,78486,VAST_0420+06
78467,78487,VAST_0420+00
78467,78488,VAST_0352-56
78467,78489,VAST_0418-50
78467,78490,VAST_0435-56
78729,78730,VAST_2053+00
78729,78731,VAST_2042-31
78729,78732,VAST_2126-37
78729,78733,VAST_2208+06
78729,78734,VAST_2233+06
78729,78735,VAST_2257+00
78744,78745,VAST_0241+06
78744,78746,VAST_0320-43
78744,78747,VAST_0334-37
78744,78748,VAST_0341-50
78744,78749,VAST_0355+00
78744,78750,VAST_0355+06
78772,78773,VAST_2028-06
78772,78774,VAST_2208+00
78772,78776,VAST_2233+00
78772,78777,VAST_2257+06
78772,78778,VAST_2303-31
78772,78779,VAST_2322-06
78772,78780,VAST_2322+06
78772,78781,VAST_2347+00
78772,78782,VAST_0000-50
78772,78783,VAST_0021-56
78772,78784,VAST_0036-50
78790,78791,VAST_0102-06
78790,78792,VAST_0037-06
78790,78793,VAST_0233-37
78790,78794,VAST_0028-31
78790,78795,VAST_0249-31
78790,78796,VAST_0306+00
78790,78797,VAST_0304-50
78790,78798,VAST_0056-31
78790,78799,VAST_0101-37
78790,78800,VAST_0131-37
78790,78801,VAST_0152-31
78790,78802,VAST_0216+06
78790,78803,VAST_0221-31
78790,78804,VAST_0213-43
78790,78805,VAST_0227-50
78826,78827,VAST_2253-43
78836,78837,VAST_0247-43
78836,78866,VAST_1347-37
78875,78877,VAST_1939+06
78875,78878,VAST_1939+00
78875,78879,VAST_1939-06
78875,78880,VAST_2004+00
78875,78881,VAST_2004+06
78875,78882,VAST_2004-06
78875,78883,VAST_2256-56
78875,78884,VAST_2025-37
78905,78906,VAST_2347-06
78905,78907,VAST_0012+00
78905,78908,VAST_2326-43
78905,78909,VAST_2323-50
78905,78910,VAST_0106-43
78905,78911,VAST_0113-50
78905,78912,VAST_0126-06
78905,78913,VAST_0126+06
78905,78914,VAST_0202-37
78905,78915,VAST_0150-50
78905,78916,VAST_2338-56
78905,78917,VAST_0033-43
78905,78918,VAST_0247-43
78905,78919,VAST_0303-37
78905,78920,VAST_0310-56
78905,78921,VAST_0140-43
78905,78922,VAST_0145-56
78905,78923,VAST_0151-06
78905,78924,VAST_0151+06
78905,78925,VAST_0216-06
78905,78926,VAST_0228-56
78905,78943,VAST_0918+00
78905,78945,VAST_0943+06
78964,78959,VAST_1326-06
78964,78960,VAST_1351-06
78964,78961,VAST_1416-06
78964,78962,VAST_1357-43
78970,78971,VAST_2028+00
78970,78972,VAST_2053-06
78970,78973,VAST_2118+06
78970,78974,VAST_2118+00
78970,78975,VAST_2118-06
78970,78976,VAST_2143+00
78970,78977,VAST_2143+06
78970,78978,VAST_2138-31
79004,79005,VAST_2132-50
79004,79006,VAST_2146-43
79004,79007,VAST_2207-31
79004,79008,VAST_2235-31
79004,79009,VAST_2228-37
79004,79010,VAST_2257-06
79004,79011,VAST_2322+00
79039,79040,VAST_2028+06
79039,79041,VAST_2014-31
79039,79042,VAST_2005-43
79039,79043,VAST_2258-37
79039,79044,VAST_2055-50
79039,79045,VAST_2329-37
79039,79046,VAST_2331-31
79039,79047,VAST_0000-31
79068,79069,VAST_1506-06
79076,79077,VAST_2007-56
79076,79078,VAST_2056-37
79076,79079,VAST_2110-31
79076,79080,VAST_2112-43
79076,79081,VAST_0000-37
79123,79124,VAST_2143-06
