cal_sbid,sbid,field
49154,49114,VAST_0709-12
49154,49115,VAST_0725-18
49154,49116,VAST_0734-12
49154,49117,VAST_0751-18
49154,49118,VAST_0810-37
49154,49119,VAST_0741-25
49154,49120,VAST_0800-31
49154,49121,VAST_0809-25
49154,49122,VAST_0828-31
49154,49123,VAST_0822-43
49154,49124,VAST_0840-37
49154,49125,VAST_0855-43
49154,49126,VAST_0913-50
49154,49127,VAST_0931-56
49154,49128,VAST_0950-50
49154,49129,VAST_1014-56
49154,49130,VAST_1045-62
49154,49131,VAST_1056-56
49154,49132,VAST_1135-62
49154,49133,VAST_1224-62
49154,49134,VAST_1314-62
49154,49135,VAST_1404-62
49154,49136,VAST_1428-56
49154,49137,VAST_1453-62
49154,49138,VAST_1510-56
49154,49139,VAST_1552-56
49154,49140,VAST_1600-50
49154,49141,VAST_1636-50
49154,49142,VAST_1644-43
49154,49143,VAST_1651-37
49154,49144,VAST_1718-43
49154,49145,VAST_1721-37
49154,49146,VAST_1724-31
49154,49147,VAST_1739-25
49154,49148,VAST_1752-31
49154,49149,VAST_1753-18
49154,49150,VAST_1806-12
49154,49151,VAST_1819-18
49154,49152,VAST_1831-12
49154,49153,VAST_1806-25
49154,49155,VAST_0127-73
49154,49156,VAST_0530-68
