cal_sbid,sbid,field
50654,50634,VAST_1135-62
50654,50635,VAST_1224-62
50654,50636,VAST_1314-62
50654,50637,VAST_1404-62
50654,50638,VAST_1428-56
50654,50639,VAST_1453-62
50654,50640,VAST_1510-56
50654,50641,VAST_1552-56
50654,50642,VAST_1600-50
50654,50643,VAST_1636-50
50654,50644,VAST_1644-43
50654,50645,VAST_1651-37
50654,50646,VAST_1718-43
50654,50647,VAST_1721-37
50654,50648,VAST_1724-31
50654,50649,VAST_1739-25
50654,50650,VAST_1752-31
50654,50651,VAST_1753-18
50654,50652,VAST_1806-12
50654,50653,VAST_1831-12
50654,50655,VAST_0127-73
50654,50656,VAST_0530-68
50654,50657,VAST_0709-12
50654,50658,VAST_0725-18
50654,50659,VAST_0734-12
50654,50660,VAST_0741-25
50654,50661,VAST_0751-18
50654,50662,VAST_0800-31
50654,50663,VAST_0809-25
50654,50664,VAST_0810-37
50654,50665,VAST_0822-43
50654,50666,VAST_0828-31
50654,50667,VAST_0840-37
50654,50668,VAST_0855-43
50654,50669,VAST_0913-50
50654,50670,VAST_0931-56
50654,50671,VAST_0950-50
50654,50672,VAST_1014-56
50654,50673,VAST_1045-62
50654,50674,VAST_1056-56
50654,50675,VAST_1122-06
50654,50676,VAST_1147-06
50654,50677,VAST_1212-06
50654,50678,VAST_1237-06
50654,50679,VAST_1302+00
50654,50680,VAST_1302-06
50654,50681,VAST_1326-06
50654,50682,VAST_1351-06
50654,50683,VAST_1416-06
50654,50684,VAST_1314-62
50654,50685,VAST_1404-62
50654,50686,VAST_1332-50
50654,50687,VAST_1428-56
50654,50688,VAST_1453-62
50654,50689,VAST_1510-56
50654,50690,VAST_1552-56
50654,50691,VAST_1441-06
50654,50692,VAST_1600-50
50654,50693,VAST_1636-50
50654,50694,VAST_1644-43
50654,50695,VAST_1831-12
50654,50696,VAST_1651-37
50654,50697,VAST_1721-37
50654,50698,VAST_1724-31
50654,50699,VAST_1718-43
50654,50700,VAST_1752-31
50654,50701,VAST_1753-18
50654,50702,VAST_1806-12
50654,50703,VAST_1735-06
50654,50704,VAST_1800+00
50654,50705,VAST_1806-25
50654,50706,VAST_1819-18
50654,50707,VAST_1914-06
50654,50708,VAST_1939+00
50654,50709,VAST_1939+06
50654,50710,VAST_1939-06
50654,50711,VAST_2004+00
50654,50712,VAST_2004+06
